,headline,date,final_news,url
22,नेपाल - पाकिस्तान स्वापू ,"Sun Jun 19, 2011  12:44 pm","नेपाः व पाकिस्तानया दथुइ १९६० मार्च १५ स राजदूत स्तरय् कुटनीटिक स्वापू दत । विशेश्वर प्रसाद कोइरालाया नेतृत्वय् नेपाली कांग्रेसया सरकारं पाकिस्तान, इजरायल, स्वीडेन लगायत थीथी झिगुलिं मयाक देय्तलिसे १९६० स स्वापू तःगु खः । थुकिं यानाः नेपाःया अन्तर्राष्ट्रिय स्वापुतिइ विविधिकरण जुल । पाकिस्तानया दकले न्हापांम्ह राजदूत ए.के. ब्रोहीं थःगु ओहदाया प्रमाणपत्र लःल्हाःगु इलय् २०१६ साल चैत २४ खुन्हु न्हूम्ह राजदूतयात दरबारय् लसकुस यासे जुजु महेन्द्रं्र थथे धाल - छुं दादुने जिमिसं संसारया आपालं ताःपाःपिं व सःतिपिं राष्ट्रतलिसे कुटनीतिक स्वापू तयाः मित्रताया क्षेत्रयात प्रगतिपूर्ण तब्या याना । जिमिगु मित्रताया परिधी दुने पाकिस्तान दुथ्यागुलिं विशेषयानाः झीगु निगू देय् भौगोलिक सन्निकटताया, दृष्टिकोणं व निगू देय्या सांस्कृतिक व धार्मिक स्वापू दैच्वंगुलिं याना, जिमित स्वभावतः तसकं सन्तोष जूगु दु ।थथे सःतिगु जःलाखःला देय् पाकिस्तानलिसे थ्वया लिपा स्वापू विस्तारित व विकसित जुयाः वैच्वंगु दु । पाकिस्तान न्हूगु राष्ट्र, तर उगु थाय्या इतिहास तसकं पुलां, थीथी सभ्यताया तकिं दुगु व सभ्यतालिसे नेपाःया अन्तरसम्बन्ध दयाच्वंगु तथ्य न्ह्यःथने बहःजु । सिन्धुघााटीया प्राचीनतम सभ्यता दुगु थाय् पाकिस्तानय् मध्य एशियां आर्यत वल, अलेक्जेन्डर युरोपं वल, उगु थासय् द्वःछि दा बौद्ध सभ्यता ब्वलंगु जक मखु, अनं मध्य एशिया व चीनय् रेशम मार्ग जूका बौद्ध धर्म विस्तार जुल । पाकिस्तानया राष्ट्रपति यायाहा खानं १९७० स स्वनिगः झाःगु इलय् नागरिक अभिनन्दनया लिसः बिसें थथे धयादिल - 'नेपाः व पाकिस्तानया दथुइ प्राचीनकालंनिसें मैत्री स्वापू दु । झीगु प्राचीन मैत्रीया तःजिगु दसु बुद्धया जन्मस्थल लुम्बिनी व बौद्धमार्गी सभ्यताया ज्ञान बिइगु पाकिस्तानया तक्ष्यशिला दथुइया स्वापू खः ।' पाकिस्तानया गान्धार पुरातात्विक स्थलय् बुद्धया जीवनीया कलात्मक चित्र व मूर्तित आपालं दु । गुरु पद्म सम्भवया जन्मस्थल नं पाकिस्तानया स्वाट उपत्यका खः । कुटनीतिक स्वापूतय् न्ह्यः हे १९५६ स नेपालय् पाकिस्तानी बौद्ध प्रमण्डल वया प्यक्वःगु विश्व बौद्ध सम्मेलनय् ब्वति काःगु खः । नेपाःया संसदीय प्रमण्डलया पाकिस्तान वंपिं दुजःत मध्ये जि नं छम्ह खः । १९९७ स अन च्वंगु सिन्धु खुसि दथुइया छगू टापुस श्री साधु बेला तीर्थ स्वःवना, अन २०० दाति न्ह्यः नेपाःया कोशी प्रदेश अन वनाः हिन्दु धर्म प्रचार याम्ह नेपाली बाबा बनखण्डी दासया मूर्ति दयेकाः थौंतक्क नं स्थानीय भक्तजनतय्सं नित्यभजन व पुजा यानाः वयाच्वंगु दु । अथेहे स्वनिगःया दथुइ घण्टाघरया जःखः निगू मस्जिद सलंसः दा न्ह्यःनिसें धस्वानाच्वंगु खनाः पाकिस्तानं नेपाः वइपिं लय्ताः । पाकिस्तानया लाहुरय् न्हापां नेपाःमिपिंत विदेशी सेनाय् भर्ती याःगुलि गोर्खाली जवानतय् थौंतक्क लाहुरे धयाच्वंगु दु । नेपाः व पाकिस्तानया दथुइ ऐतिहासिक व सांस्कृतिक स्वापू व जनमैत्री क्वातुक खनेदु । नेपाःलिसे कर्किया मिखां मस्वसें तप्यंक स्वापू तय्त तत्पर देय् मध्य पाकिस्तान नं छगू खः । पाकिस्तानया प्रधानमन्त्री जुल्पिmकर अलि भुट्टों २०३१ साल चैत ८ गते छगू नेपाली साप्ताहिक न्हूगु सन्देशयात बिउगु अन्तर्वार्ताय् वय्कलं धाःगु थुगु खा लुमंके बहःजू - 'झी जःलाखःला देय् खः व थ्व हे उपमहाद्वीपय् च्वनापिं खः । झी जःलाखःलापिं नं इपिं हे -चीन व भारत) हे खः व झीगु समस्या नं उथें च्वं । समस्या वइबलय् झीसं छम्हय्स्यां मेम्हसित सहानुभूतिया दृष्टिकोणं स्वया । उकिं झी फुक्कस्यां स्वतन्त्रताया संरक्षण जुइ फय्मा व झी फुक्कस्यां पर्याप्त प्रगति यायेफयेमा ।' वास्तवय् हस्तक्षेप व समानताया आधारय् जःलाखःला लिसे भिंगु स्वापू तय्गु चाहना हे नेपाः व पाकिस्तानया स्वापूया आधारशिला खः । नेपाः व पाकिस्तान दथुइया स्वापू उच्चस्तरीय भ्रमणया आदान प्रदानं यानाः विकसित जूगु दु । १९६१ स जुजु महेन्द्र, १९६३ स राष्ट्रपति अयुव खाा छगू मेगु देय्या भ्रमणय् थ्यन । १९६७ स जुजु महेन्द्र निक्वःगु खुसिइ पाकिस्तान थ्यन । १९७० स राष्ट्रपति फैजल इलाही चौधरीं जुजु वीरेन्द्रया राज्याभिषेक पाहाा जुयाः झाल । पाकिस्तानं नेपाःयात शान्ति क्षेत्र दयेकेगु प्रस्ताव व नेपालं दक्षिण एशियायात आणविक मुक्त क्षेत्र दयेकेगु पाकिस्तान प्रस्तावयात समर्थन याःगु खः । १९८० स जुजु वीरेन्द्र व १९८३ स राष्ट्रपति जिया उल हकया भ्रमण छगू मेगु देशय् जुल । छगू मेगु देय्या प्रधानमन्त्रीपिं व विदेश मन्त्रीपिंसं नं भ्रमणया आदान प्रदान याःगु दु । २००८ स न्यूयोर्कय् राष्ट्रपति जदार्जी व नेपाःया प्रधानमन्त्री प्रचण्डया दथुइ नापलानाः द्विपक्षी स्वापू न्ह्यःज्याकेगु खा जूगु खः । २०१० स पाकिस्तानया प्रधानमन्त्री गिलानी नेपालय् झाःगु खः । नेपाःया प्रधानमन्त्री झलनाथ खनालयात पाकिस्तानया प्रधानमन्त्रीपाखें अन भ्रमण यायेत छ्वयाहःगु पौ पाक राजदूत उखुन्हु तिनि लःल्हाःगु न्ह्यःथने बहःजू । सन् १९८३ निसें नेपाः व पाकिस्तानया दथुइ संयुक्त आर्थिक आयोग नीस्वना आर्थिक, व्यापारिक, औद्योगिक, वैज्ञानिक प्राविधिक व सांस्कृतिक स्वापू न्ह्यःज्याकाः वयाच्वंगु दु । पाकिस्तानं चितवनया भरतपुरय् मिखा अस्पताल दयेकाः ब्यूगु दु । टेक्स्टाइल फैक्टरी नं पाकिस्तानं नेपालय् पलिस्था याःगु दु । सलंसः नेपाली विद्यार्थीतय्त छात्रवृत्ति बियाः नागरिक उड्डयन, इञ्जिनियरिंग, मेडिसिन कृषि व थीथी क्षेत्रय् उच्च जनशक्ति उत्पादन यायेत ग्वाहालि ब्यूगु दु । नेपाली सेनाया अफिसरतय्त नं इलय् ब्यलय् प्रशिक्षण ब्यूगु दु । १९७० स नेपाः व पाकिस्तानया दथुइ सांस्कृतिक सम्झौता जूगु दु । शिक्षाविद्, वैज्ञानिक, प्राज्ञपिं व कलाकार च्वमिपिनि भ्रमणया आदान प्रदान यायेगु खा उकिइ दु । त्रिविस उर्दु भाषा शिक्षाय् पाकिस्तानं ग्वाहालि नापं याःगु खः । नेपाः व पाकिस्तानया दथुइ व्यापारिक स्वापू मध्यकालंनिसें दु । १९८२ स जूगु न्हूगु व्यापार सन्धिस छगुलिं मेगु देय्यात अति सौविद्य राष्ट्रकथं व्यवहार यायेगु खा न्ह्यःथनातःगु दु । नेपाः व पाकिस्तानया दथुइ भारत जूका व्यापार यायेमागुलिं पारबहन समस्या दु । सार्क राजमार्ग, रेलमार्ग बागाहा जूका निर्वाधरुपं सञ्चालन जुलधाःसा व्यापार आपालं वृद्धि जुइफु । काराकोरम राजमार्ग जूका चीनया तिब्बत स्वशासित क्षेत्रया ला जूका नेपाः व पाकिस्तानया दथुइ व्यापार न्ह्यःज्याकेत कुतः यायेमाः । नेपाः व पाकिस्तान दथुइ १९६० निसें काठमाडौं - करााची हवाई सेवा शुरु जूगु खः । १९७४ स न्हूगु हवाई सेवा सम्झौता जूगु दु । पर्यटन क्षेत्र विकासया नितिं २००९ स निगू देय्या दथुइ पर्यटन सहयोग सम्झौता जुल । पाकिस्तानया नाजिभ झविरं सगरमाथाय् २००० या इलय् सफल आरोहण यात । २०११ मईस निक्वःगु खुसिइ पाकिस्तानी सगरमाथाया च्वय् थ्यन । वय्कःहस्सन सटपारा खः । पर्वतारोहण क्षेत्रय् निगू देय्या दथुइ परस्पर ग्वाहालि जुइफु । नेपाः व पाकिस्तान सार्कया संस्थापक राष्ट्रत मध्ये खः । पाकिस्तानं नेपाःयात संयुक्त राष्ट्र संघय् दुथ्याकेत समर्थन याःगु खः । अथेहे असंलग्न अभियानय् पाकिस्तानयात दुथ्याकेत नेपालं सह प्रस्तावक जुयाः समर्थन ब्यूगु खः । उकिं नेपाः व पाकिस्तानया दथुइ द्विपक्षीय, क्षेत्रीय व अन्तर्राष्ट्रिय ख्यलय् समान दृष्टिकोण व परस्पर ग्वाहालि जूगु खनेदु । गान्धार, लुम्बिनी, बौद्ध गया थेंज्याःगु बौद्ध तीर्थस्थलत स्वायेगु बौद्ध पर्यटन क्षेत्रीय सक्र्युट विकास यानाः सार्क क्षेत्रीय पर्यटन विकास न्ह्यःज्याकेगु सम्भावना दु । थौंतक्क निगू देय्या दथुइ दयाच्वंगु सुमधुर, सौहार्दपूर्ण व फलदायी स्वापूयात वइगु दाय् झन् क्वातुकेगु, विकसित व विस्तारित यायेमाःगु दु ।",http://www.nepalmandal.com/content/14695.html
23,तालिवानलिसे वार्ता यानाच्वंगु पुष्टि ,"Tue Jun 21, 2011  9:59 am",अमेरिकां तालिवान लडाकुतलिसे अफगानिस्तानय् वार्ता यानाच्वंगु पुष्टि याःगु दु । अमेरिकी रक्षामन्त्री रोबर्ट गेट्सं अमेरिका व मेमेगु देय्तय्सं नं तालिवानलिसे अफगानिस्तानय् वार्ता यानाच्वंगु पुष्टि याःगु खः । थ्व स्वयाः न्ह्यः अफगानिस्तानया राष्ट्रपति हमिद कारजाईं अमेरिकां थःगु देशय् तालिवान लडाकुलिसे शान्तिपूर्ण वार्ता यानाच्वंगु खा पितब्यूगु खः । अमेरिकी रक्षामन्त्री रोबर्ट गेट्सं छगू टेलिभिजन अन्तर्वार्ताय् अमेरिकी विदेश विभागं तालिवानलिसे प्रारम्भिक वार्ता यानाच्वंगु जानकारी ब्यूगु खः । वय्कलं स्वापू अप्वयेकेगु नितिं वार्ता जुयाच्वंगु व ठोस प्रगति जुइत महिनौं नं बिइफुगु जानकारी ब्यूगु खः । तालिवानविरुद्ध कारबाही यानाः वयाच्वंगु अमेरिकां थ्वहे जुलाई महिनादुने अफगानिस्तानपाखें थः सेना लित छ्वयेत्यंगु दु ।,http://www.nepalmandal.com/content/14757.html
24,निक्वःगु कार्यकालया नितिं नं मुनयात सिफारिस ,"Mon Jun 20, 2011  1:42 pm","राष्ट्रसंघीय मू छ्याञ्जे वान कि मुनयात झिंन्याम्ह दुजः दुगु सुरक्षा परिषद्ं निक्वःगु कार्यकालया नितिं सिफारिस याःगु दु । मंगलबाः जुइगु सच्छि व गुइनिम्ह दुजः दुगु देय्या राष्ट्रसंघ महासभा बैठकं वय्कःयात पुनर्निर्वाचित यायेगु निश्चित थें हे जूगु दु । न्यादाया कार्यकाल दइगु मू छ्याञ्जेया नितिं मेमेपिं प्रतिस्पर्धी लुयाः वःगु मदुनि । परिषद बैठकं मतदान बिना हे वय्कःयात सिफारिस यायेगु निर्णय याःगु खः । राष्ट्रसंघ क्षेत्रीय समूहत मध्येया छगू ल्याटिन अमेरिका व क्यारिबियनं वानयात स्वीकार यायेत सहमत मजुइवं बैठक छन्हु लिहांवंगु खः । प्राविधिक रुपय् क्षेत्रीय समूहया सहमति म्वाःगुलिं परिषद्ं निर्णय याःगु खः । ख्वीन्ह्यदाया वान दक्षिण कोरियाया पूर्वअर्थमन्त्री नापं जुयादीगु खः । वानं अंगः छ्यलेफइगु सुरक्षा परिषद दुजःत अमेरिका, बेलायत, पान्स, रुस व चीनया समर्थन कायेफूगु मदुनि । सिफारिस निर्णयया इलय् ब्राजिलया ब्रासिलियाय् दुम्ह वानं थःगु वक्तव्यय् मू छ्याञ्जेया रुपय् थ्व तःधंगु संगठनया सेवा यायेदइगु महान ह्वःताः दुगु धासें विश्वास व समर्थनया नितिं आभार प्वंकूगु दु । अझ नं थाकूगु हाथ्या प्रति सचेत दुगु नं वय्कःया धापू खः । राष्ट्रसंघया अलिखित नियमकथं मू छ्याञ्जे थीथी क्षेत्रीय समूहया देय्तपाखें पालंपाः जुइमाः । सुरक्षा परिषद्या स्थायी दुजःया नागरिक जुइमज्यू । तर जलवायु परिवर्तन, आणविक निःशस्त्रीकरण व मिसाया मुद्दाय् वय्कःया प्रतिबद्धतां लोकंह्वाःगु सफलता प्राप्त याःगु दु । वानदथुइ अंग्रेजी भाषाया  पूर्ण ज्ञान मदुगु द्वपं नापं लानाच्वंगु दु ।",http://www.nepalmandal.com/content/14726.html
25,हमलाय् सर्बसाधारण सीगु नेटोपाखें स्वीकार ,"Tue Jun 21, 2011  9:59 am","नेटों थःगु 'हतियारतन्त्र विफल' जूगु कारण लिबियाया राजधानी त्रिपोलीइ सर्बसाधारण सीगु स्वीकार याःगु दु । सर्बसाधारण सीगु घटनाप्रति नेटों दुःख नापं प्वंकूगु दु । त्रिपोलीया छगू गरिब बस्तीइ नेटों याःगु लिपांगु हमलाय् छम्ह मिसा, छम्ह मिजं व छम्ह मिसा मचाया ज्यान वनेवं उकियात कयाः आपालं कुंख्युंगु खः । थ्व स्वयाः न्ह्यःया आक्रमणपाखें नं छक्वःपतिकं सर्बसाधारणया ज्यान वनेवं नेटों गल्ती स्वीकार याःगु खः । तर सर्बसाधारण सीगु क्रम न्ह्यानाः च्वनेवं नेटों लिबियाय् सरकारी सेनाविरुद्ध याःगु कारबाहीया नियतय् न्ह्यसः चिं थंगु खः ।",http://www.nepalmandal.com/content/14758.html
26,रुसय् विमान दुर्घटना जुयाः पीप्यम्ह सित ,"Wed Jun 22, 2011  12:45 pm",रुसया उत्तर पश्चिम क्षेत्रय् विमान दुर्घटना जुयाः पीप्यम्ह मनूत सीगु दु । राजधानी मस्कोपाखें ब्वःगु रसिया एयरया विमान अवतरण यायेगु झ्वलय् करेलियास्थित पेट्रोजाभोड्स विमानस्थल थ्यनेत थ्यंमथ्यं छगू किलोमिटर न्ह्यः हे मोटर लाय् कुतुंवंगु अधिकारीतय्सं जानकारी ब्यूगु दु । उगु विमानय् पीस्वम्ह यात्रु व चालक दलया गुम्ह यानाः न्यय्निम्ह दुजःत दुगु खः । बस्ती लिक्क विमान दुर्घटना जूगु व मेमेपिं बांमलाक्क घाःपाः जूगु बीबीसीं जानकारी ब्यूगु खः । घाःपाः जूपिंत स्थानीय अस्पतालय् वासः याकातःगु खः । सीपिं मध्ये आपालं मनूत स्वीडेनया नागरिक जूगु नं जानकारी ब्यूगु दु ।,http://www.nepalmandal.com/content/14783.html
27,वान की मुन हाकनं निर्वाचित ,"Thu Jun 23, 2011  12:08 pm",संयुक्त राष्ट्र संघया मू छ्याञ्जे वान कि मुन निक्वःगु कार्यकालया नितिं नं निर्वाचित जुइत ताःलाःगु दु । संयुक्त राष्ट्र महासभाय् जूगु निर्वाचनय् मेम्ह सु नं उम्मेदवार मदनेवं मुन निर्विरोध निर्वाचित जुयादीगु खः । वंगु शुक्रबाः हे च्वंगु संयुक्त राष्ट्र संघ सुरक्षा परिषद् बैठकं निर्वाचन जुइ स्वयाः न्ह्यः हे मुनया न्यादाया निक्वःगु कार्यकाल अनुमोदन यायेधुंकूगु खः । मुनया निक्वःगु कार्यकाल सन् २०१६ तक्क जुइ । थ्व स्वयाः न्ह्यः वय्कः सन् २००७ सालय् राष्ट्र संघया मू छ्याञ्जे निर्वाचित जुयादीगु खः । तःधंगु लिसे विकसित देय्तप्रति उदार जूगु हे कारण मुनया विजय सम्भव जूगु विश्लेषकतय्सं धाःगु दु । जलवायु परिवर्तन लिसे मध्यपूर्वय् न्ह्यानाच्वंगु विरोध प्रदर्शनया विषयलय् मुनं अख्तियार याःगु नीतिया फुक्कथासं प्रशंसा जूगु खः । मुन निर्वाचित जुइधुंकाः राष्ट्रसंघ महासभा नायः जेसेफ डे एसं वय्कःयात भिंतुना बियादीगु खः । भिंतुना बिइगु झ्वलय् जेसेफं मुनं न्ह्याबलें मानवअधिकारया पक्षय् ज्या याःगु न्ह्यःथंसें खुल्लारुपं प्रशंसा यानादीगु खः ।,http://www.nepalmandal.com/content/14816.html
28,सुडान काल न्हूगु देय्या मान्यता ,"Mon Jul 11, 2011  11:31 am",सुडानपाखें त्वाःदःगु दक्षिणी सुडानं आइतवाःनिसें देय्या मान्यता प्राप्त याःगु दु । थुगु मान्यतायात लिपांगु रुप बिइत आइतवाः दक्षिणी सुडानया राजधानी जुबाय् छगू बिशेष समारोह नापं याःगु खः । दक्षिणी सुडान दकले न्हापां सुडानं जःलाखःला देय्या रुपय् मान्यता ब्यूगु दु । जुबाय् जूगु बिशेष ज्याझ्वलय् राष्ट्रसंघीय मू छ्याञ्जे बान कि मुनं नापं ब्वति काःगु खः । निगुलिं देय्या विभाजनया नितिं गृहयुद्धया इलय् सन् २००५ स जूगु सम्झौता कथं छुं ई न्ह्यः जनमत संग्रह जूगु खः । देय्या सीमा रेखा धाःसा सन् १९५६ सं बि्रटेनपाखें स्वतन्त्र जूगु इलय्या आधारय् जूगु जानकारी ब्यूगु खः । औपचारीक विभाजनलिसे दक्षिणी सुडान राष्ट्रसंघय् आबद्ध सच्छि व गुइस्वंगूगु देय् खःसा अपि|mकाया न्यय्प्यंगूगु देय् जूगु खः ।,http://www.nepalmandal.com/content/14994.html
29,जापानय् न्ह्यगू दशमलव छगू रेक्टरया भुखाय् ,"Mon Jul 11, 2011  11:32 am",जापानया उत्तर पूर्वी क्षेत्रय् आइतवाः न्ह्यगू दशमलव छगू रेक्टर स्केलया भुखाय् वनेवं मौसमबिद्तय्सं सुनामी वयेफूगु ख्याच्वः ब्यूगु दु । सुनामीया ख्याच्वः लिपा फोकू सीमा क्षेत्रय् दुगु आणविक केन्द्रया ज्याकःमिपिं मेमेथाय् चिलावंगु धाःगु दु । भुखाचं जूगु क्षतिया पूर्ण बिवरण धाःसा ब्यूगु मदुनि । उगु थासय् वंगु मार्चय् गुंगू रेक्टर स्केलया भुखाय् वनाः तःधंगु ल्याखय् धनजनया क्षति जूगु खः । उगु भुखाचं फुकसिमासं च्वंगु आणविक केन्द्रय् क्षति यानाः विकरण नापं चुहावट जूगु खः ।,http://www.nepalmandal.com/content/14995.html
30,भारतया उडिसाय् चलखं झिंखुम्ह सित ,"Tue Sep 13, 2011  12:25 pm",भारतया उडिसाय् चलखं चुइकाः झिंखुम्ह मनूत सीगु दु । चलःया कारण झिगू लख मनूत विस्थापित जूगु दु । उडिसा राज्य अन्तर्गतया झिंगुंगू जिल्लाया निद्वः व खुसः स्वयाः आपालं गांत जलमग्न जूगु भारतीय समाचार च्यानलतय्सं धाःगु दु । चलःपाखें प्रभावित ख्वीद्वः सर्वसाधारणयात सुरक्षित थासय् चीकूगु उडिसा राज्यया अधिकारीतय्सं जानकारी ब्यूगु खः । चलखं प्रभावित क्षेत्रय् उद्दार ज्या न्ह्याकाच्वंगु दु ।,http://www.nepalmandal.com/content/16158.html
31,दक्षिणी अफगानिस्तानय् नीम्ह तालिवानपाखें आत्मसमर्पण ,"Tue Jan 17, 2012  10:31 am",राजधानी काबुलनिसें सच्छि व नीन्यागू किलोमिटर दक्षिणय् लाःगु अफगानिस्तानया घाज्नी प्रान्तय् प्रमुख कमाण्डरलिसे नीम्ह तालिवानी लडाकुं आत्मसमर्पण याःगु सुरक्षा श्रोतं जानकारी ब्यूगु दु । तालिवानी कमाण्डर मुल्लाह कादिमुल फुर्कानलिसे नीम्ह लडाकुं थःपिनिगु ल्वाभःत सुरक्षा अधिकारी दथुइ लःल्हाःगु प्रान्तीय गभर्नर मुसा खानं जानकारी ब्यूगु खः । तालिवानी लडाकुत आःया दिंसं शान्ति व सुरक्षाया नितिं आःया स्थितिइ नियन्त्रण यायेगु जानकारी ब्यूगु नं बुखँपाखें जानकारी ब्यूगु खः । मुल्लाह फुर्कान व वया हे मनूत दायाक जिल्ला व लिक्कया क्षेत्र अफगान व नेटोलिसे आबद्ध सैनिकतय्त नोक्सान यानाः वयाच्वंगु नं जानकारी ब्यूगु खः । मुल्लाह फुर्कानं ल्वापु अफगानिस्तानया समस्याया समाधान मजूगुलिं थःपिंसं शान्ति प्रक्रियाय् संलग्न जुइमास्ते वःगु जानकारी ब्यूगु खः । अथेहे मेमेपिं तालिवानी सशस्त्र लडाकुतय्त नं शान्ति प्रक्रियाय् संलग्न जुइत इनाप याःगु नं जानकारी ब्यूगु खः । तालिवानी आतंककारीं थुगु आत्मसमर्पणया छु नं टिप्पणी याःगु मदुनि । सन् २०११ सं स्वद्वः स्वयाः आपालं मनुखं सरकार दथुइ आत्मसमर्पण याःगु नं बुखँपाखें जानकारी ब्यूगु खः ।,http://www.nepalmandal.com/content/18174.html
32,अमेरिका व बेलायतया गुप्तचर एजेन्सीया गद्दाफीलिसे साँठगाँठ ,"Mon Sep 5, 2011  12:36 pm","लिबियाया गुप्तचर एजेन्सीलिसे अमेरिका व बेलायतया गुप्तचर एजेन्सीतय्गु सााठगााठ दुगु तथ्य सार्वजनिक जूगु खः । मानवअधिकारवादी संस्था ह्युमन राईटस् वाचया कथं अमेरिकी गुप्तचर एजेन्सी सीआईएं संदिग्ध चरमपन्थीयात न्यनेकने यायेत लिबिया छ्वःगु खः । तर सीआईएं धाःसा द्वपंया विषयलय् टिप्पणी यायेत अस्वीकार याःगु खः । ह्युमन राइटस् वाचया कथं गद्दाफीया पुलांम्ह गुप्तचर प्रमुख मुसा कुसाया ज्याकुथिइ प्राप्त दस्तावेजपाखें चरमपन्थी विरुद्धया संघर्षया भmवलय् अमेरिका व बेलायतया गुप्तचर विभागं लिबियाया अधिकारीलिसे बांलाःगु स्वापू तःगु खः । लिबियाय् विद्रोहया शुरुवातया दिं खुन्हु हे मुसा बिस्युं वनाः बेलायत जुयाः कतार थ्यंगु खः । दस्तावेजत लिबियाया गुप्तचर प्रणाली बेलायतया एमआई ६ व अमेरिकाया सीआईएया विश्वासिलो ग्वाहालि जूगु इलय् जूगु जानकारी ब्यूगु खः । तर, प्राप्त द्वलंद्वः दस्तावेजया स्वतन्त्र जााच धाःसा जूगु मदु । संयुक्त राष्ट्रसंघया मू छ्याञ्जे बान कि मुनया विशेष सल्लाहकार इयान मार्टिन शान्ति सुव्यवस्था कायमया नितिं राष्ट्रसंघया ग्वाहालिया सन्देश कयाः टि्रपोली थ्यंगु इलय् थज्याःगु तथ्य सार्वजनिक जूगु खः ।",http://www.nepalmandal.com/content/15977.html
33,रुसं सिरीयाया चिकं मन्यायेगु विषययात कयाः कुंखिन ,"Mon Sep 5, 2011  12:36 pm",,http://www.nepalmandal.com/content/15976.html
34,बिन लादेनया निष्पक्ष छानबिनया माग ,"Sun May 15, 2011  10:03 am",पाकिस्तानी संसदं ओसामा बिन लादेनया हत्या प्रकरणबारे निष्पक्ष छानबिन यायेत माग याःगु दु । अमेरिकालिसेया सम्बन्धया विषयसं समीक्षा यायेत सःतूगु संसद बैठकं थज्याःगु माग याःगु खः । पाकिस्तानया एबोटाबादय् अमेरिकां अलकायदाया नेता ओसामा बिन लादेनया हत्या यायेधुंकाः पाकिस्तान व अमेरिकाया स्वापू ख्वाउँयाः वंगु दु । अथेहे संसद बैठकय् अमेरीकां पाकिस्तानय् न्ह्याकाच्वंगु ड्रोन हमलाया नं विरोध याःगु दु । उत्तर पश्चिम पाकिस्तानय् शुक्रबाः जूगु श्रृङखलाबद्ध आत्मघाती विष्फोटन जुइवं हे संसद बैठक च्वंगु खः ।,http://www.nepalmandal.com/content/13978.html
35,आईएमएफया प्रमुखदथुइ यौन आक्रमणया मुद्दा ,"Mon May 16, 2011  12:38 pm",अन्तर्राष्ट्रिय मुद्रा कोषया प्रमुख डोमिनिक स्ट्रास कहानयात छम्ह मिसादथुइ यौन हिंसाया द्वपं लाःगु दु । न्यूयोर्क प्रहरीं मेईडया छगू होटलय् ज्या यानाच्वंम्ह मिसायात डोमिनिकं यौन दुव्र्यवहार याःगु जानकारी ब्यूगु खः । तर वय्कः विरुद्ध याकनं छु नं मुद्दा न्ह्याकूगु मदुनि । वय्कःयात हिरासतय् तयाः न्यनेकने याःगु खः । प|mान्सया समाजवादी पार्टीया नेता लिसे पूर्व वित्त मन्त्री नापं जुयाच्वंम्ह डोमिनिकं सन् २०१२ य् प|mान्सय् जुइगु राष्ट्रपतिय निर्वाचनय् उम्मेदवारी बिइगु हुइना भुइना जुयाच्वंगु इलय् वय्कःयात थज्याःगु द्वपं वःगु खः ।,http://www.nepalmandal.com/content/14017.html
36,पाकिस्तानी अड्डाय् भारतीय हमला ,"Fri May 27, 2011  12:29 pm",पाकिस्तानया कराँचीस्थित सेनाया एयरबेसय् जूगु आक्रमणय् भारतीय गुप्तचर संस्था 'र' या ल्हाः दुगु पाकिस्तानी सञ्चार माध्यमतय्सं दाबी याःगु दु । उगु हमला याःपिं तालेवान वा अलकायदा मजुसे सैनिक तालिम प्राप्त समूह जूगु धइगु सुरक्षा विष्लेषण पिने वयाच्वंगु इलय् पाकिस्तानया छुं छुं सञ्चार माध्यमतय्सं थज्याःगु दाबी याःगु दु । पाकिस्तानी पत्रिका 'द टि्रव्युन एक्सप्रेस'पाखें हमलाय् 'र' या ल्हाः दुगु खनेदुगु धकाः बुखँ पिहांवःगु दु । अथेहे 'द नेसन' नांया मेगु छगू पत्रिकां नं भारतीय गुप्तचर एजेन्सी 'र' पाखें अमेरीकाया सीआईए व ईजरायली गुप्तचर संस्थालिसे मिलय् जुयाः पाकिस्तानयात अस्थिर दयेकेत स्वःगु दाबी याःगु दु । 'टि्रव्युन'पाखें भारतं अमेरिकी व अफगानी जासुसी संस्थालिसे मिलय् जुयाः पाकिस्तानय् गतिविधि अप्वयेकेगु कुतः याःगु व छुं दिं दुने हे मेगु सैनिक अड्डाय् हमला जुइफुगु दाबी नापं याःगु दु । आईएसआई व मेमेगु सुरक्षाविद्पिंसं पाकिस्तानया सैनिक हवाई अखडाय् जूगु हमला छु नं आतंकवादीं याःगु मजुसे विदेशी शक्तितय्सं याःगु धकाः थ्व स्वयाः न्ह्यः हे धायेधुंकूगु दु ।,http://www.nepalmandal.com/content/14221.html
