category,date,headline,final_news,url
राजनीति,लहनान्युज | यंलागा द्धादशी ११३९ (सेप्तेवर २६ २०१९),"कानून संशोधन याना द्वन्द्वकालीन मुद्दा टुगें याये माः, नेता देउवा",नेपाली कांग्रेसया सभापति शेरबहादुर देउवां मेलमिलापपाखे संक्रमणकालीन न्यायया ज्या टुंगे याये माउगु खँय् बः बिउादिगुु दु । मानवअधिकार आयोगया ग्वसालय् जुगु छगु सहलह ज्याझ्वलय् सभापति देउवां कानून संशोधन याना द्वन्द्वकालीन मुद्दायात टुगेय् यायेत आ लिबाके मज्यु धका धयादिगु खः ।  वयकलं द्वन्द्व पीडित तयेगु निगु पक्षया खँ न्यना न्ह्या वने माःगु खँय् बःबियादिगु खः । स्थायी शान्तियात प्राथमिकता तया पीडितयात न्याय बिइमाः धका न धयादिगु खःसा मेलमिलापपाखे हे समाधान यायेमाः धका बः बियादिगु खः । ,https://www.lahananews.com//%E0%A4%95%E0%A4%BE%E0%A4%A8%E0%A5%82%E0%A4%A8-%E0%A4%B8%E0%A4%82%E0%A4%B6%E0%A5%8B%E0%A4%A7%E0%A4%A8-%E0%A4%AF%E0%A4%BE%E0%A4%A8%E0%A4%BE-%E0%A4%A6%E0%A5%8D%E0%A4%B5%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A5%8D%E0%A4%B5%E0%A4%95%E0%A4%BE%E0%A4%B2%E0%A5%80%E0%A4%A8-%E0%A4%AE%E0%A5%81%E0%A4%A6%E0%A5%8D%E0%A4%A6%E0%A4%BE-%E0%A4%9F%E0%A5%81%E0%A4%97%E0%A5%87%E0%A4%82-%E0%A4%AF%E0%A4%BE%E0%A4%AF%E0%A5%87-%E0%A4%AE%E0%A4%BE%E0%A4%83-%E0%A4%A8%E0%A5%87%E0%A4%A4%E0%A4%BE-%E0%A4%A6%E0%A5%87%E0%A4%89%E0%A4%B5%E0%A4%BE
राजनीति,लहनान्युज | कछलाथ्व दशमी ११४० (नोभेम्वर ७ २०१९),कास्की २ नेकपाया विद्या भट्टराईया उम्मेदवारी ,कास्की क्षेत्र नम्बर २ लय् नेकपाया उम्मेदवारय् विद्या भट्टराई न उम्मेदवारी दर्ता याउगु दु ।  प्रतिनिधिसभा सदस्यया लागि १४ मंसिरय् जुइ त्यःगु उपनिर्वाचनया लागि भट्टराई न उम्मेदवारी दर्ता यानादिगु दु । भट्टराईया प्रस्तावकय् कृष्णबहादुर थापा व समर्थकय् प्रभा कोइराला च्वनादिगु दु । भट्टराई मदुम्ह पर्यटनमन्त्री रविन्द्र अधिकारीया तिरिमय्जु खः ।  कास्की २ पाखे निर्वाचित अधिकारी हेलिकप्टर दुर्घटनामा मदगु खः ।  उगु थासय् खालि जुगु पदया लागि जुइत्यःगु उपनिर्वाचनय् भट्टराईयात नेकपां टिकट बिउगु खः ।,https://www.lahananews.com//%E0%A4%95%E0%A4%BE%E0%A4%B8%E0%A5%8D%E0%A4%95%E0%A5%80-%E0%A5%A8-%E0%A4%A8%E0%A5%87%E0%A4%95%E0%A4%AA%E0%A4%BE%E0%A4%AF%E0%A4%BE-%E0%A4%B5%E0%A4%BF%E0%A4%A6%E0%A5%8D%E0%A4%AF%E0%A4%BE-%E0%A4%AD%E0%A4%9F%E0%A5%8D%E0%A4%9F%E0%A4%B0%E0%A4%BE%E0%A4%88%E0%A4%AF%E0%A4%BE-%E0%A4%89%E0%A4%AE%E0%A5%8D%E0%A4%AE%E0%A5%87%E0%A4%A6%E0%A4%B5%E0%A4%BE%E0%A4%B0%E0%A5%80
राजनीति,लहनान्युज | कौलागा सप्तमी ११३९ (अक्टुवर २० २०१९),तत्काल सभामुखया निर्वाचन जुइगु अवस्था मदु : नेता गुरुङ,सत्तारुढ दल नेपाल कम्युनिष्ट पार्टी (नेकपा) या प्रमुख सचेतक देवप्रसाद गुरुङं तत्काल सभामुखया निर्वाचन जुइगु अवस्था मदु धका धयादिगु दु । प्रमुख सचेतक गुरुङं छगु हे दलया सभामुख व उपसभामुख जुइ मदइगु  धका सर्वाेच्च अदालतय् दायर याना तःगु मुद्दा विचाराधीन दुगुलि सभामुखया निर्वाचनबारे टीकाटिप्पणी याये मिले मजु धका न धाःगु दु । सभामुख व उपसभामुख निगुलि पद खाली जुलकि दल दथुइ सहमतिया आधारय् उम्मेदवार तय याना निर्वाचन यायेफइगु प्रमुख सचेतक गुरुङं धयादिगु खः । प्रमुख सचेतक गुरुङं सभामुखया निर्वाचन यायेगु अवस्था हे मदुगु ई तक सु न मनूख दावी यायेगु  छु हे औचित्य मदु धका न धयादिगु खः ।,https://www.lahananews.com//%E0%A4%A4%E0%A4%A4%E0%A5%8D%E0%A4%95%E0%A4%BE%E0%A4%B2-%E0%A4%B8%E0%A4%AD%E0%A4%BE%E0%A4%AE%E0%A5%81%E0%A4%96%E0%A4%AF%E0%A4%BE-%E0%A4%A8%E0%A4%BF%E0%A4%B0%E0%A5%8D%E0%A4%B5%E0%A4%BE%E0%A4%9A%E0%A4%A8-%E0%A4%9C%E0%A5%81%E0%A4%87%E0%A4%97%E0%A5%81-%E0%A4%85%E0%A4%B5%E0%A4%B8%E0%A5%8D%E0%A4%A5%E0%A4%BE-%E0%A4%AE%E0%A4%A6%E0%A5%81-%E0%A4%A8%E0%A5%87%E0%A4%A4%E0%A4%BE-%E0%A4%97%E0%A5%81%E0%A4%B0%E0%A5%81%E0%A4%99
राजनीति,लहनान्युज | कौलागा सप्तमी ११३९ (अक्टुवर २० २०१९),प्रधानमन्त्री ओलीं उपनिर्वाचनया तयारीप्रति सन्तुष्टि,"प्रधानमन्त्री केपी शर्मा ओलीं निर्वाचन आयोगं वइगु मंसिर १४ गते जुइगु उपनिर्वाचनया तयारीप्रति सन्तुष्टि तायेकुगु दु । उपनिर्वाचनयात स्वच्छ, स्वतन्त्र व निष्पक्ष रूपं क्वचोकेगु लागि आयोगपाखे जुयाच्वंगु ज्याया सन्तोषजनक दु धका आयोगया सहसचिव नाप प्रवक्ता राजकुमार श्रेष्ठं जानकारी बियादिगु दु । प्रधानमन्त्री ओलीं प्रतिनिधि सभा सदस्य, प्रदेश सभा सदस्य व स्थानीय तह उपनिर्वाचन व्यवस्थापनया तयारीया विषयय् आयोगं याना च्वंगु तयारीया बारय्  आयोगया प्रमुख निर्वाचन  आयुक्त दिनेशकुमार थपलियाया पुचःयाक न्यनेकने याउगु खः ।",https://www.lahananews.com//%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A7%E0%A4%BE%E0%A4%A8%E0%A4%AE%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A5%80-%E0%A4%93%E0%A4%B2%E0%A5%80%E0%A4%82-%E0%A4%89%E0%A4%AA%E0%A4%A8%E0%A4%BF%E0%A4%B0%E0%A5%8D%E0%A4%B5%E0%A4%BE%E0%A4%9A%E0%A4%A8%E0%A4%AF%E0%A4%BE-%E0%A4%A4%E0%A4%AF%E0%A4%BE%E0%A4%B0%E0%A5%80%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A4%E0%A4%BF-%E0%A4%B8%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A5%81%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A4%BF
राजनीति,लहनान्युज | कौलागा तृतिया ११३९ (अक्टुवर १६ २०१९),उपनिर्वाचन न्ह्यः मन्त्रिपरिषद पुनर्गठन जुइमखु :नेता नेपाल,नेपाल कम्युनिस्ट पार्टीया नेता माधवकुमार नेपालं उपनिर्वाचन न्ह्यः मन्त्रिपरिषद पुनर्गठन जुइ मखु धका धयादिगु दु ।  मन्त्रिपरिषद पुनर्गठन यातकि उपनिर्वाचन प्रभावित जुइ धका न धाःगु खः । मन्त्रिपरिषद पुनर्गठनया चर्चा जुयाच्वंगु इलय् पार्टीं ग्वसाः ग्वःगु चियापान ज्याझ्वलय् नेता नेपालं थःथे धयादिगु खः ।,https://www.lahananews.com//%E0%A4%89%E0%A4%AA%E0%A4%A8%E0%A4%BF%E0%A4%B0%E0%A5%8D%E0%A4%B5%E0%A4%BE%E0%A4%9A%E0%A4%A8-%E0%A4%A8%E0%A5%8D%E0%A4%B9%E0%A5%8D%E0%A4%AF%E0%A4%83-%E0%A4%AE%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%BF%E0%A4%AA%E0%A4%B0%E0%A4%BF%E0%A4%B7%E0%A4%A6-%E0%A4%AA%E0%A5%81%E0%A4%A8%E0%A4%B0%E0%A5%8D%E0%A4%97%E0%A4%A0%E0%A4%A8-%E0%A4%9C%E0%A5%81%E0%A4%87%E0%A4%AE%E0%A4%96%E0%A5%81-%E0%A4%A8%E0%A5%87%E0%A4%A4%E0%A4%BE-%E0%A4%A8%E0%A5%87%E0%A4%AA%E0%A4%BE%E0%A4%B2
राजनीति,लहनान्युज | थिंलाथ्व अष्टमी ११४० (दिसेम्वर ४ २०१९),नेकपा सचिवालयया मुँज्या प्रचण्डया अध्यक्षताय् च्वन ,नेपाल कम्युनिष्ट पार्टी (नेकपा)या सचिवालय बैठक च्वंगु दु । बैठक पार्टी ज्याकु धुम्बाराहीलय् च्वंगु खः । पुष्पकमल दाहाल ‘प्रचण्ड’या कार्यकारी अध्यक्षया जिम्मेवारी वये धुका नेकपाया सचिवालय बैठक थ्व न्हापांगु खः ।  वःगु मंसिर ४ गते नेकपापाखे प्रचण्डयात कार्यकारी अधिकार नाप पार्टी सञ्चालन यायेगु जिम्मेवारी बिउगु खः । पार्टी सचिवालय बैठकपाखे कार्यकारी अध्यक्षया परिभाषित जिम्मेवारी लिपा प्रचण्डं स्थायी कमिटी बैठक आह्वान याउगुु खः ।  विधान अनुसार स्वलाया दुने माःगु छकः च्वने माःगु स्थायी कमिटी बैठक छकः हे च्वने मफया च्वंगु खः । प्रधानमन्त्री ओलीया स्वास्थ्यया कारण प्रचण्डं  थ्व हे वइगु मंसिर २४ गते निसे जुइगु चीन भ्रमण तक स्थगित याउगु खः ।  मिर्गौला पुनः प्रत्यारोपणया तयारी जुया च्वंगु इलय् एपेन्डिसाइटिस जुगुलि ओली अस्पतालमा भर्ना जुया च्वंगु खः ।,https://www.lahananews.com//%E0%A4%A8%E0%A5%87%E0%A4%95%E0%A4%AA%E0%A4%BE-%E0%A4%B8%E0%A4%9A%E0%A4%BF%E0%A4%B5%E0%A4%BE%E0%A4%B2%E0%A4%AF%E0%A4%AF%E0%A4%BE-%E0%A4%AE%E0%A5%81%E0%A4%81%E0%A4%9C%E0%A5%8D%E0%A4%AF%E0%A4%BE-%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%9A%E0%A4%A3%E0%A5%8D%E0%A4%A1%E0%A4%AF%E0%A4%BE-%E0%A4%85%E0%A4%A7%E0%A5%8D%E0%A4%AF%E0%A4%95%E0%A5%8D%E0%A4%B7%E0%A4%A4%E0%A4%BE%E0%A4%AF%E0%A5%8D-%E0%A4%9A%E0%A5%8D%E0%A4%B5%E0%A4%A8
राजनीति,लहनान्युज | दिल्लागा चर्तुदशी ११३९ (जुलाई ३१ २०१९),"योगेश भट्टराई संस्कृति, पर्यटनमन्त्री नियुक्त","सत्तारुढ नेकपाया नेता योगेश भट्टराई थौं संस्कृति, पर्यटन तथा नागरिक उडययनमन्त्री नियुक्त जुगु दु ।  नव नियुक्त भट्टराईयात थौं हे सनिलय् ४ बजे शपथ नकिगु ज्याझ्वः दु ।",https://www.lahananews.com//%E0%A4%AF%E0%A5%8B%E0%A4%97%E0%A5%87%E0%A4%B6-%E0%A4%AD%E0%A4%9F%E0%A5%8D%E0%A4%9F%E0%A4%B0%E0%A4%BE%E0%A4%88-%E0%A4%B8%E0%A4%82%E0%A4%B8%E0%A5%8D%E0%A4%95%E0%A5%83%E0%A4%A4%E0%A4%BF-%E0%A4%AA%E0%A4%B0%E0%A5%8D%E0%A4%AF%E0%A4%9F%E0%A4%A8%E0%A4%AE%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A5%80-%E0%A4%A8%E0%A4%BF%E0%A4%AF%E0%A5%81%E0%A4%95%E0%A5%8D%E0%A4%A4
राजनीति,लहनान्युज | थिंलाथ्व द्धादशी ११४० (दिसेम्वर ९ २०१९),शशांक कोइराला महाधिवेसन लिछायेत तयार,नेपाली कांग्रेसया महामन्त्री डा. शशांक कोइरालां केन्द्रीय समितिया म्याद दँत्याः थप जुइ फइगु धका धयादिगु दु । नियमित इलय् जुसा थ्व हे वइगु फागुन् हे महाधिवेशन यायेमाः । संघीय संरचना अनुसार पार्टी संरचना दयेके माःगु प्रक्रिया याना फागुनय् महाधिवेशन मजुइगु निश्चित दु ।  तर वर्तमान कार्यसमितिया म्याद गुलि  थपे याउगु अझ न क्वःछिगु मदुनि । पाटीया सभापति शेरबहादुर देउवा थःगु कार्यकाल दँत्या ताहेके चाहे जुया च्वंगु खः । पार्टी विधानया दफा ४३ य् असाधारण स्थिति जुगु ई या कारण खुले याःसा अप्वो दच्छि तक थपे यायेगु व्यवस्था दु ।  अथेहे संविधानया राजनीतिक दलसम्बन्धी व्यवस्थाय् दुने केन्द्रीय पदाधिकारी व सदस्यया  निर्वाचन याये माःगु प्रावधान दु । तर विशेष कारण दुःसा खुला तक थपे याये फइगु प्रावधान दु । वरिष्ठ नेता रामचन्द्र पौडेल व पूर्वमहामन्त्री कृष्णप्रसाद सिटौला पक्ष धाःसा महाधिवेशनयात यक्को लिछाये मजु धका धया वयाच्वंगु खः ।,https://www.lahananews.com//%E0%A4%B6%E0%A4%B6%E0%A4%BE%E0%A4%82%E0%A4%95-%E0%A4%95%E0%A5%8B%E0%A4%87%E0%A4%B0%E0%A4%BE%E0%A4%B2%E0%A4%BE-%E0%A4%AE%E0%A4%B9%E0%A4%BE%E0%A4%A7%E0%A4%BF%E0%A4%B5%E0%A5%87%E0%A4%B8%E0%A4%A8-%E0%A4%B2%E0%A4%BF%E0%A4%9B%E0%A4%BE%E0%A4%AF%E0%A5%87%E0%A4%A4-%E0%A4%A4%E0%A4%AF%E0%A4%BE%E0%A4%B0
राजनीति,लहनान्युज | कछलागा औंसी ११४० (नोभेम्वर २६ २०१९),प्रदेश ३ या नां व स्थायी राजधानी याकन हे क्वछिइ माः प्रचण्ड,"स थौं मंगलवाः हेटौंडाय् प्रदेशया मुख्यमन्त्री, मन्त्रीपिं नाप नेकपाया नेतापिं नाप खँल्हानादिसे आ प्रदेशकया नां व नाम व स्थायी राजधानीबारे अन्यौल याये मज्युगु बिचाः तयादिगु खः ।  छु दिं हे क्वछिइ माःगु धका धयादिगु खः ।",https://www.lahananews.com//%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A6%E0%A5%87%E0%A4%B6-%E0%A5%A9-%E0%A4%AF%E0%A4%BE-%E0%A4%A8%E0%A4%BE%E0%A4%82-%E0%A4%B5-%E0%A4%B8%E0%A5%8D%E0%A4%A5%E0%A4%BE%E0%A4%AF%E0%A5%80-%E0%A4%B0%E0%A4%BE%E0%A4%9C%E0%A4%A7%E0%A4%BE%E0%A4%A8%E0%A5%80-%E0%A4%AF%E0%A4%BE%E0%A4%95%E0%A4%A8-%E0%A4%B9%E0%A5%87-%E0%A4%95%E0%A5%8D%E0%A4%B5%E0%A4%9B%E0%A4%BF%E0%A4%87-%E0%A4%AE%E0%A4%BE%E0%A4%83-%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%9A%E0%A4%A3%E0%A5%8D%E0%A4%A1
राजनीति,लहनान्युज | गुंलाथ्व पंचमी ११३९ (अगष्ट ५ २०१९ं,नेम्वाङया नेतृत्वय् बिशेष समिति,"प्रतिनिधिसभाया पूर्वसभामुख सुवासचन्द्र नेम्वाङया नेतृत्वय् संसदीय विशेष समिति गठन याःगु दु । कांग्रेस व राजपां याना वयाच्वंगु संसद अवरुद्ध हटे यायेगु लागि सहमति कथं थथे गतिरोधया अवस्था उत्पन्न मवयेकेत संविधान, नियम व स्थापित परम्परा कथं माःगु अध्ययन याना सुझाव बिइत थुगु समिति दयेकुगु खः । उगु समितिइ नेकपा प्रमुख सचेतक देव गुरुङ, कांग्रेस सचेतक पुष्पा भुसाल, मिनेन्द्र रिजाल नाप उमाशंकर अरगरियापि च्वनादिगु खः ।",https://www.lahananews.com//%E0%A4%A8%E0%A5%87%E0%A4%AE%E0%A5%8D%E0%A4%B5%E0%A4%BE%E0%A4%99%E0%A4%AF%E0%A4%BE-%E0%A4%A8%E0%A5%87%E0%A4%A4%E0%A5%83%E0%A4%A4%E0%A5%8D%E0%A4%B5%E0%A4%AF%E0%A5%8D-%E0%A4%AC%E0%A4%BF%E0%A4%B6%E0%A5%87%E0%A4%B7-%E0%A4%B8%E0%A4%AE%E0%A4%BF%E0%A4%A4%E0%A4%BF
राजनीति,लहनान्युज | गुंलाथ्व तृतिया ११३९ (अगष्ट ४ २०१९),प्रधानमन्त्री केपी ओलीया वासः खर्च सरकार मयाइगु,"प्रधानमन्त्री केपी शर्मा ओलीं सिंगापुर जुइगु वासः खर्च सरकारं मयाइगु जुगु दु । प्रधानमन्त्री ओली वासः याकेगु झ्वलय् म्हिगः बहनि सिंगापुर वःगु खः । प्रम ओलीं नेशनल युनिभर्सिटी हस्पिटलय् स्वास्थ्य परीक्षण यानादिसा वयकः अन छवाः च्वनादिइ । सरकारया प्रवक्ता नाप सञ्चारमन्त्री गोकुल बास्कोटां उगु भ्रमण टोलीया दुजः तयेगु टिकट खर्च सरकार मयाइगु जुगु दु ।  मन्त्री बास्कोटां वासः खर्च प्रधानमन्त्री स्वयंम थःम्हेसिया हे व्यवस्थापन यानादिइ धका धयादिगु खः । अथेहे, मन्त्रिपरिषद् बैठकं प्रधानमन्त्रीया भ्रमण स्वीकृत यासे स्वास्थ्यलाभया कामना याःगु दु धका न धयादिगु दु ।",https://www.lahananews.com//%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A7%E0%A4%BE%E0%A4%A8%E0%A4%AE%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A5%80-%E0%A4%95%E0%A5%87%E0%A4%AA%E0%A5%80-%E0%A4%93%E0%A4%B2%E0%A5%80%E0%A4%AF%E0%A4%BE-%E0%A4%B5%E0%A4%BE%E0%A4%B8%E0%A4%83-%E0%A4%96%E0%A4%B0%E0%A5%8D%E0%A4%9A-%E0%A4%B8%E0%A4%B0%E0%A4%95%E0%A4%BE%E0%A4%B0-%E0%A4%AE%E0%A4%AF%E0%A4%BE%E0%A4%87%E0%A4%97%E0%A5%81
राजनीति,"लहना न्यूज | ने.सं. ११३९ गुंलाथ्व द्वादसि (१२ अगष्ट, २०१९), सोमवाः",थःगु स्वास्थ्य अवस्था सामान्य जूगु प्रधानमन्त्रीया धापू,"सिंगापुरय् स्वास्थ्य परीक्षण यानाः प्रधानमन्त्री केपी शर्मा ओली थौं नेपाः लिहां झायादीगु दु । प्रधानमन्त्री ओली थाई एअरवेजपाखें न्हिनसिया जःछि वंकाः झिंनिताः इलय् येँय् थ्यंकादीगु खः । सिंगापुरया नेशनल युनिभर्सिटी अस्पतालय् यानादीगु नियमित परिक्षणपाखें प्रधानमन्त्री ओलीया स्वास्थ्य अवस्था सामान्य जूगु वय्कःया निजी सचिवालयं न्ह्यथंगु दु । नियमित स्वास्थ्य परीक्षणया नितिं प्रधानमन्त्री ओली वंगु १८ गते सिंगापुर झायादीगु खः । भारतया दिल्लीइ च्वंगु ईन्द्रप्रस्थ अपोलो अस्पतालय् १२दँ न्ह्यः जलास्येँया प्रत्यारोपण यानादीम्ह प्रधानमन्त्री ओलीया ६दँतक ल्हातीइ संक्रमण जूगु खः । दिल्ली व थाइल्याण्डय् ताःईतक वासः यायेधुंकाः संक्रमण लनावंगु खः । ओलीं सिंगापुर, दिल्ली व थाइल्याण्डय् निरन्तर वासः याका वयाच्वनादीगु दु ।  थ्व हे दथुइ येँय् थ्यनेवं ट्वीट यानादिसें प्रधानमन्त्री ओलीं थःगु स्वास्थ्य अवस्था सामान्य दुगु धयादीगु दु । वय्कलं स्वास्थ्य परीक्षणय् दुथ्याःपिं चिकित्सक नापं भिं उसाँयया नितिं कामना यानादीपिन्त आभार तकं प्वंकादीगु दु ।",https://www.lahananews.com//%E0%A4%A5%E0%A4%83%E0%A4%97%E0%A5%81-%E0%A4%B8%E0%A5%8D%E0%A4%B5%E0%A4%BE%E0%A4%B8%E0%A5%8D%E0%A4%A5%E0%A5%8D%E0%A4%AF-%E0%A4%85%E0%A4%B5%E0%A4%B8%E0%A5%8D%E0%A4%A5%E0%A4%BE-%E0%A4%B8%E0%A4%BE%E0%A4%AE%E0%A4%BE%E0%A4%A8%E0%A5%8D%E0%A4%AF-%E0%A4%9C%E0%A5%82%E0%A4%97%E0%A5%81-%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A7%E0%A4%BE%E0%A4%A8%E0%A4%AE%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A5%80%E0%A4%AF%E0%A4%BE-%E0%A4%A7%E0%A4%BE%E0%A4%AA%E0%A5%82
राजनीति,लहनान्युज | गुंलागा पारु ११३९ (अगष्ट १६ २०१९),नेपाल कम्युनिस्ट पार्टीया उपाध्यक्षय् बामदेव गौतम,सत्तारुढ नेपाल कम्युनिस्ट पार्टी (नेकपा) या बामदेव गौतमयात उपाध्यक्ष दयेकुगु दु । थौं शुक्रवाः च्वंगु नेकपा सचिवालयया बैठकं अध्यक्षद्वय केपी शर्मा ओली व पुष्पकमल दाहाल प्रचण्डं उपाध्यक्ष पद सिर्जना याना गौतमयात जिम्मेवारी बिउगु प्रस्ताव तयादिगु खः । तत्कालीन एमाले व माओवादी मिले जुया नेकपा गठन याउगु इलय् निम्ह अध्यक्ष व महासचिव जक क्वःछिगु खः पार्टी एकता जुगु दँत्याः लिपा गौतमया लागि उपाध्यक्ष पद सिर्जना याउगु खः ।,https://www.lahananews.com//%E0%A4%A8%E0%A5%87%E0%A4%AA%E0%A4%BE%E0%A4%B2-%E0%A4%95%E0%A4%AE%E0%A5%8D%E0%A4%AF%E0%A5%81%E0%A4%A8%E0%A4%BF%E0%A4%B8%E0%A5%8D%E0%A4%9F-%E0%A4%AA%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%9F%E0%A5%80%E0%A4%AF%E0%A4%BE-%E0%A4%89%E0%A4%AA%E0%A4%BE%E0%A4%A7%E0%A5%8D%E0%A4%AF%E0%A4%95%E0%A5%8D%E0%A4%B7%E0%A4%AF%E0%A5%8D-%E0%A4%AC%E0%A4%BE%E0%A4%AE%E0%A4%A6%E0%A5%87%E0%A4%B5-%E0%A4%97%E0%A5%8C%E0%A4%A4%E0%A4%AE
राजनीति,लहनान्युज | गुंलागा पारु ११३९ (अगष्ट १६ २०१९),नेकपा स्कुल विभागया प्रमुख ईश्वर पोखरेल,"सत्तारुढ नेपाल कम्युनिस्ट पार्टी (नेकपा) या स्कुल विभागया प्रमुखय् थौं क्वःछिगु दु । थौं शुक्रवाः च्वंगु सचिवालय बैठकं स्कुल विभाग प्रमुखया जिम्मेवारी ईश्वर पोखरेलयात बिउगु निर्णय याउगु दु । स्कुल विभाग प्रमुखया लागि पोखरेल नाप नारायणकाजी श्रेष्ठ, घनश्याम भुसाल, बेदुराम भुसाल लगायत च्याम्हसिया दावी याउगु खः । उगु बिभागय् पूर्वएमाले पोखरेल व पूर्वमाओवादीपाखें श्रेष्ठं थःपिं जुएमाःगु धका अडान काःगुलि स्कुल विभाग प्रतिष्ठाया विषय जुउगु खः । अथेहे नेकपाया संगठन विभाग प्रमुखया जिम्मेवारी बामदेव गौतमयात बिउगु दु ।  विदेश विभाग प्रमुखय् माधवकुमार नेपाल, नीति तथा प्रतिष्ठान झलनाथ खनाल, प्रचार नारायणकाजी श्रेष्ठ व अर्थ विभागया प्रमुखय् सुरेन्द्र पाण्डेया नां क्वःछिगु दु ।",https://www.lahananews.com//%E0%A4%A8%E0%A5%87%E0%A4%95%E0%A4%AA%E0%A4%BE-%E0%A4%B8%E0%A5%8D%E0%A4%95%E0%A5%81%E0%A4%B2-%E0%A4%B5%E0%A4%BF%E0%A4%AD%E0%A4%BE%E0%A4%97%E0%A4%AF%E0%A4%BE-%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%81%E0%A4%96-%E0%A4%88%E0%A4%B6%E0%A5%8D%E0%A4%B5%E0%A4%B0-%E0%A4%AA%E0%A5%8B%E0%A4%96%E0%A4%B0%E0%A5%87%E0%A4%B2
राजनीति,"लहना न्यूज | ने.सं. ११३९ गुंलाथ्व द्वादसि (१२ अगष्ट, २०१९), सोमवाः",कांग्रेस नेता सिंह डिस्चार्ज,"नेपाली कांग्रेसका नेता प्रकाशमान सिंह स्वास्थ्य सुधार जुइधुंकाः थौं सोमवाः डिस्चार्ज जुयादीगु दु । वंगु सोमवाः न्हिनय् स्वास्थ्यय् समस्या वयेवं कांग्रेस नेता सिंह वासः यायेगु नितिं मेडिसिटी अस्पताल भर्ना जुयादीगु खः । सिंहया वासः यायेगु नितिं डा. मिमि गिरी नेतृत्वया चिकित्सकया पुचः दुथ्याःगु खः ।  छेँय् लिहां वयेगु झ्वलय् सिंहं वासः यायेगु नितिं ज्या यानादीपिं चिकित्सकपिनिगु पुचः, अस्पताल व्यवस्थापन, थःगु उसाँययात कयाः च्यूताः तयादीपि स्वदेश व विदेशय् च्वनादीपिं थःथिति, पासाभाइ, शुभचिन्तक पार्टीया नेता कार्यकर्तापिन्त सुभाय् बियादिल ।  आः वय्कः छुं दिंया आरामलिपा पार्टीया ज्याय् लिहां झायादीगु धाःगु दु । हाइ सुगर, ज्वरो व पिसावय् संक्रमण खनेदयेवं सिंह अस्पताल भर्ना जुयादीगु खः ।",https://www.lahananews.com//%E0%A4%95%E0%A4%BE%E0%A4%82%E0%A4%97%E0%A5%8D%E0%A4%B0%E0%A5%87%E0%A4%B8-%E0%A4%A8%E0%A5%87%E0%A4%A4%E0%A4%BE-%E0%A4%B8%E0%A4%BF%E0%A4%82%E0%A4%B9-%E0%A4%A1%E0%A4%BF%E0%A4%B8%E0%A5%8D%E0%A4%9A%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%9C
राजनीति,लहनान्युज | गुंलागा तृतिया ११३९ (अगष्ट १८ २०१९),नेकपाया वरियता विवाद क्वचाल,नेपाल कम्युनिष्ट पार्टी (नेकपा)या वरियता विवाद क्वचाःगु दु । आः निम्ह अध्यक्ष लिपा स्वगुगु थासय् झलनाथ खनाल व प्यंगु थासय् माधव नेपाल थ्यंगु दु । प्रधानमन्त्री निवास बालुवाटारय् च्वंगु सचिवालय बैठकं वरियता सम्बन्धि विवाद समाधान याउगु खः । ,https://www.lahananews.com//%E0%A4%A8%E0%A5%87%E0%A4%95%E0%A4%AA%E0%A4%BE%E0%A4%AF%E0%A4%BE-%E0%A4%B5%E0%A4%B0%E0%A4%BF%E0%A4%AF%E0%A4%A4%E0%A4%BE-%E0%A4%B5%E0%A4%BF%E0%A4%B5%E0%A4%BE%E0%A4%A6-%E0%A4%95%E0%A5%8D%E0%A4%B5%E0%A4%9A%E0%A4%BE%E0%A4%B2
