headline,final_news,date
अमेरिकां युरापय् थप स्वद्वः सैनिक तैनाथ याइगु,"एजेन्सी- युक्रेनय् रुसं हमला यायेफुगु धासें अमेरिकां युरोपया थीथी देशय् थप स्वद्वः सैनिक छ्वइगु जूगु दु । अमेरिकाया पेन्टागनं बिउगु जानकारीकथं २००० म्ह सैनिक नर्थ क्यारोलिनां पोल्याण्ड व जर्मनी छ्वइगु व जर्मनीइ दुपिं द्वःछिम्ह सैनिकयात रोमानियाय् छ्वइगु बिबिसीं जानकारी बिउगु दु ।
                    
                    
                 ‘युरोपय् अमेरिकां छ्वयेत्यंपिं सैनिकत युक्रेनय् लडाइ यायेत वनेत्यंगु मखु, नेटो आबद्ध देय्या सुरक्षाया निंतिं जक वनेत्यंगु खः’ अमेरिकां धाःगु दु । अमेरिकां नेटो गठबन्धन सेनायात युरोपय् ग्वाहालि यायेत थ्वयां न्ह्यः च्याद्वः व न्यासः सैनिकतय्त हाइ अलर्टय् च्वेनत धाःगु खः । रुसं अमेरिकाया थ्व निर्णययात विनाशकारी पलाः धाःगु दु । मस्काें युक्रेनय् हमला यायेगु थःपिनि छुं योजना मदुु धयावयाच्वंगु दु, अथेखःसां रुसं युक्रेनया सीमाय् छगू लाख हतियारधारी सैनिक तैनाथ यनातःगु दु । युक्रेनं नं पश्चिमा देय्तय्त थःपिंथाय् आक्रमण जुइ धकाः ख्याच्व मबित इनाप यानाच्वंगु दु । पश्चिमा देय्तय्सं रुसं युक्रेनय् आक्रमण याइ त्यंगु दु ख्याच्व बियाच्वंगुलिं युक्रेनया अर्थव्यवस्थाय् असर लाःगु खँ युक्रेनी सरकारं धाःगु दु । रुसं युक्रेनया दक्षिणी लागा क्रिमिया कब्जा याःगु च्यादँलिपा थ्व संकट खनेदुगु खः । मस्कों युक्रेन सरकारयात पूर्वी लागाय् शान्ति पुनस्र्थापनाया निंतिं अन्र्तराष्ट्रिय सम्झौता लागु यायेत असफल जूगु द्वपं बियावयाच्वंगु दु । उगु लागाय् थ्यंमथ्यं १४ द्वः मनूत सीधुंकूगु दुसा रुस समर्थित विद्रोहीतय्सं यक्व हे लागाय् नियन्त्रण यानातःगु दु ।",११४२ सिल्लाथ्व दुतिया
क्यानाडाया राजधानी ओटावाय् संकटकालया घोषणा,"एजेन्सी- क्यानाडाया राजधानी ओटावाय् कोरोनाविरुद्धया खोेप अनिवार्य याःगु विरोधय् जुयाच्वंगु प्रदर्शन तच्वया वंगुलिं ओटावाया मेयर जीम वाट्सनं थन संकटकाल घोषणा याःगु दु । छवाः न्ह्यः कोरोनाया खोप अनिवार्य याःगु विरोधय् अमेरिका–क्यानाडा सिमानाया ट्रक चालकतय्सं राजधानी ओटावाय् न्ह्याकूगु आन्दोलन अराजक जुयावःगु धासें संकटकाल घोषणा याःगु खः ।
                    
                    
                 फ्रिडम कन्भोइ धकाः नां बियातःगु आन्दोलनं यानाः राजधानीया यातायात अवरुद्ध जुयाच्वंगु दुसा आन्दोलनय् हिंसा व दुव्र्यवहार जूगु समाचार नं वयाच्वंगु दु । क्यानाडाया रेडियो सीएफआएलिसे खँल्हाबल्हा यायेगु झ्वलय् मेयर वाट्सनं प्रदर्शनकारीतय्सं असंवेदनशील व्यवहार याःगु धाःगु दु । प्रदर्शनकारीतय्सं हर्न व साइरन न्यकेकेगु, बारा मुइकेगु यानाच्वंगु दु । ट्रक चालकतय्सं सतकय् हे टेन्ट व गाडी तयाः अवरोध यानाच्वंगु दुसा थ्व समस्या ज्यकेत आः छु यायेगु धकाः मेयरं स्पष्ट विवरण बिउगु मदुनि । प्रहरीं धाःसा प्रदर्शनकारीतय्त ग्वाहालि यानाच्वंपित ज्वनाच्वंगु दु ।",११४२ सिल्लाथ्व षष्ठी
फेसबुकया प्रयोगकर्ता म्हो जुल,"एजेन्सी- सामाजिक सञ्जाल फेसबुकया न्हियान्हिथंया सक्रिय प्रयोगकर्तातय् ल्याः कुहां वंगु दु । फेसबुक सुरु जुसां निसेंया १६ दँया इतिहासय् दकलय् न्हापांखुसी सक्रिय प्रयोगकर्ताया ल्याः म्हो जूगु खँ धाःगु दु ।
                    
                    
                 फेसबुक संचालन यानाच्वंगु कम्पनी मेटाया कथं सन् २०२१ या लिपांगु स्वलाय् दैनिक सक्रिय प्रयोगकर्ताया ल्याः १ अर्ब ९२ करोड ९० लाख थ्यंगु खः । थ्वयां न्ह्यःया स्वलाय् छगू अर्ब ९३ करोड सक्रिय प्रयोगकर्ता दुगु खः । मेटां टिकटक व युट्युब थें ज्याःगु प्रतिद्वन्द्वीतय्सं विज्ञापन यंकाच्वंगुलिं थःपिनिगु आम्दानी म्हो जुइफुगु खँ नं धाःगु दु । 
थ्व विवरण पिहां वःगु छुं घौ लिपा हे न्यूयोर्कय् मेटाया शेयरया भाः २० प्रतिशत स्वयां अप्वः कुहां वंगु खः । थुकिं कम्पनीया मुलय् थ्यंमथ्यं निसः अर्ब डलर नं म्हो जूग्ु दु । फेसबुकया प्रमुख कार्यकारी अधिकृत मार्क जकरबर्गं कम्पनी बिस्तारय् पंगः वयाच्वंगु कारण प्रतिस्पर्धी माध्यमय् ल्याय्म्हतय् आकर्षण अप्वया वनाच्वंगुलिं खः धाःगु दु । गुगल लिपा विश्वया निगूगु तःधंगु डिजिटल विज्ञापन प्लेटफर्म मेटा जुयाच्वंगु दु । तर एपलया अपरेटिङ सिस्टमं लागू याःगु गोपनीयता सम्बन्धी हिउपालं नं थःपिनि विज्ञापनय् प्रभाव लाःगु खँ मेटां धाःगु दु । एपलं हःगु हिउपालं ब्रान्डतय्त थः लक्षित समुदाय म्हसिइकेत व फेसबुक व इन्स्टाग्रामय् याःगु विज्ञापनयामापन यायेत थाकुका बिउगु खः । थुकिं यानाः थुगुसी मेटाय् १० अर्ब डलर तकया प्रभाव लायेफुगु मेटाया प्रमुख वित्तीय अधिकारी डेभ वेह्वनर धाःगु दु । मेटाया आम्दानी फुक्क धयाथें विज्ञापनपाखें वइगु खः । सन् २०२१ या लिपांगु स् वलाय् बजारया अनुमान अःखः ३३ अर्ब ६७ करोड डलर जक विज्ञापन वःगु खः । वइगु स्वलाय् थ्व आम्दानी म्हो जुयाः २७ अर्ब निसें २९ अर्ब डलरया दथुइ जक थ्यनीगु अनुमान दु । 
मेटां थौंकन्हय् टिकटकलिसे प्रतिस्पर्धा यायेत भिडियाय् लगानी यानाच्वंगु दु ।",११४२ सिल्लाथ्व चौथी
लता मंगेश्कर मंत,"एजेन्सी- नांजाःम्ह भारतीय गायिका लता मंगेश्कर ९२ दँया वैशय् आइतवाः मंत । छुं न्हि न्ह्यव कोभिड संक्रमण जुयाः अस्पताल भर्ना जूम्ह मंगेश्करयात हप्तौंतक आइसीयुलय् तयाः उपचार यानाच्वंगु खःसां वय्कःयात बचे याये मफुत ।
                    
                    
                 लता मंगेश्करया निधनयात कयाः भारतीय प्रधानमन्त्री नरेन्द्र मोदी ट्विट यासें देशं गुबलें पूवंके मफइगु ह्याकिं वंगु खँ धाःगुदु । 
न्यय्दँ मल्याक ईया सांगीतिक यात्राया झ्वलय् मंगेश्करं ३६ गू भासं ३० हजारं मल्याक म्येँ हालेधुंकूगु दु । वय्कलं नेपाली भासं नं म्ये हालातःगु दु । वय्कःया जन्म सन् १९२९ या सेप्टेम्बर २८ य् भारतया मध्यप्रदेशस्थित इन्दोर सहरय् जूगु खः । न्यादँ दुबलय् हे थः अबु दिनानाथ मंगेश्करपाखें संगीत स्यनाकाःम्ह मंगेश्करं किशोरावस्थाय् हे मराठी फिल्मय् म्येँ हालेगु सुरु याःगु खः । अबुम्ह मदयेधुंकाः मुम्बइ वःम्ह मंगेश्करं उबलय् ध्यबाया निंतिं छुं फिल्मय् अभिनय नं याःगु खःसां लिपा अभिनय याये मंमदु धासें म्येँय् हे केन्द्रीत जूगु खः । सन् १९४९ य् वःगु फिल्म महलया म्येँ ‘आएगा, आने वाला…’ पाखें वयात हिन्दी फिल्मया संसारय् सफलताया लँपु चायेकाबिउगु खः । मंगेश्करं हाःगु न्हापांगु हिन्दी भाय्या म्येँ नं थ्व हे खः । थ्व लिपा मंगेश्करं थीथी पुस्ताया अभिनेत्रीतय् निंतिं द्वलंद्वः म्येँ हाःगु दु । सन् २००१ य् वय्कःयात भारत रत्न सम्मान लःल्हाःगु खः । थ्व सम्मान भारतीय नागरिकतय्सं कायेखनीगु दकलय् उच्च सम्मान खः । मंगेश्करया केहेँपिं आशा व उषा नं भारतया लोकंह्वाःपिं म्येँ हालामिपिं खः ।",११४२ सिल्लाथ्व पञ्चमी
अर्बौं दँ पुलांगु हाकुगु हिरा लिलामी जुइगु,"एजेन्सी÷ अर्बौ दँ पुलांगु धयातःगु हिरा लिलामी जुइगु जूगु दु । द एनिग्मा नांया थ्व हिरायात पृथ्वी लूगु दकलय् तग्वःगु चानातःगु हिरा नं धयातःगु दु ।
                    
                    
                 ‘हाकुगु हिरा’ धकाः नं धाइगु थ्व हिरा अर्बौं दँ न्ह्यः बने जूगु धयातःगु दु । थ्व हिराया उत्पत्तियात कयाः थीथी मान्यता नं दया वयाच्वंगु दु । थुपिं मध्ये छगू थ्व हिरा अन्तरिक्षं पृथ्वी वःगु खः धयागु नं खः । थ्व हिरा ५५५.५५ क्यारेटया खः, गुगु तसकं अस्वाभाविक खः । छपु केरा बराबरया तौल दुगु थ्व हिराया लिलामीं ६० लाख डलर स्वयां अप्वः ध्यबा वइगु अनुमान यानातःगु दु । थुकियात तिसा व कला ज्वलंया तःधंगु विक्रेता सथवीं लन्दनय् लिलाम यायेत्यंगु खः । हिराया लिलामी अनलाइन माध्यमं जुइ । थ्व हिरा कार्बनेडो अर्थात प्राकृतिक हिराया दकलय् कडा स्वरुपमध्ये छगू खः । कार्बनेडा तसकं दुर्लभ जुइ । आःतक ब्राजिल व मध्य अफ्रिकी देशय् जक थ्व लूगु दु । थुकी उल्कापात जुइबलय् जक दइगु ओस्बर्नाइट नांया छगू कथंया खनिज दइ । उकि थ्व हिरायात अन्तरिक्षय् उत्पन्न जूगु विश्वास यानातःगु खः । तर थ्वया उत्पत्ति गन जूगु धयागु धाःसा आःतकं रहस्य हे जुयाच्वंगु दनि । हाकुगु हिरा सामान्यतयाः थ्यंमथ्यं २.४ निसें ३.२ अर्ब वर्ष वा डाइनसोरया अस्तित्व दुगु ई स्वयां पुलांगु जुइ । झी च्वंच्वनागु पृथ्वी थ्यंमथ्यं ४.६५ अर्ब दँ न्ह्यः उत्पन्न जूगु खः । थ्व ल्याखं पृथ्वीया आयुलिसे थ्व हिराया आयुया तुलना याना वयाच्वंगु दु । 
लस एञ्जल्सया प्राकृतिक इतिहास संग्रहालयया भूवैज्ञानिक आरोन सेलेस्टिअनया कथं कार्बनेडो पृथ्वीया आन्तरिक ब्वया गहिराइलय् दयेफु, गुगु हिरा लुइगु थाय् स्वयां तसकं क्वय् जुइ । सथवीं थ्व हिरा लिलामयात ‘मानव जातिं आःतक सिउगु दकलय् पुलांगु, अर्बौं दँ पुलांगु आश्चार्य मध्य् छगू थःगु ल्हातय् लाकेगु अवसर’ धकाः व्याख्या यानातःगु दु । थ्याक्क ५५५.५५ क्यारेट दुगु थ्व हिरायात न्यय्न्याखेरं हे चानातःगु दु ।",११४२ सिल्लाथ्व तृतीया
बिदा न्याकेत दयेकातःगु ज्याझ्वः रद्द यायेत विश्व स्वास्थ्य संगठनया इनाप,"एजेन्सी÷ कोरोनाया ओमिक्रोन भेरियन्ट न्यना वनाच्वंगुलिं विश्व स्वास्थ्य संगठनं सर्वसाधारणयात जनस्वास्थ्य रक्षाया निंतिं क्रिसमसया इलय् बिदा न्याकेत दयेकातःगु ज्याझ्वः रद्द यायेत इनाप याःगु दु । विश्व स्वास्थ्य संगठनया प्रमुख डा. टेड्रोस एड्हानोम गेहबे्रयससं धाःगु दु ‘जीवन रद्द जुइगुसिबें छगू ज्याझ्वः रद्द यायेगु बांलाः’ । डा. टेड्रोसं ओमिक्रोन भेरियन्ट डेल्टासिबें तीव्र गतिं न्याना वनाच्वंगु खँ नं धाःगु दु । न्हूगु भेरियन्टयात पनेत फ्रान्स व जर्मनीइ कडा नियम हःगु दुसा यात्रा प्रतिबन्ध नं तयेधुंकूगु खँ डा. टेड्रोसं न्ह्यथंगु खः ।
                    
                    
                 अमेरिकया प्रमुख संक्रामक रोग विशेषज्ञ डा. एन्थोनी फाउचीं नं क्रिसमसया इलय् याइगु यात्राया झ्वलय् कोरोनाया खोप कायेधुंकूपिंत नं संक्रमण जुइफु धाःगु खः । ओमिक्रोन भेरियन्टयात पनेत अमेरिकाया सेन्टर फर डिजिज कन्ट्रोल एण्ड प्रिभेन्सन व अमेरिकाया विदेश मन्त्रालयं स्पेन, फिनल्याण्ड, लेबानानलिसें च्यागू देसय् यात्रा मयायेत अमेरिकाया सर्वसाधारणयात इनाप याःगु दु । अमेरिकाय् नं ओमिक्रोनया संक्रमण अप्वयाच्वंगु दु । अमेरिकाया ४८ गू राज्यय् ओमिक्रोन खनेदयेधुंकल । युरोपय् ओमिक्रोनया कारणं युरोपेली देय्तय्सं कोरोनाया थीथी नियम लागु याःगु दुसा प्रतिबन्धात्मक व्यवस्था नं लागु यानाच्वंगु दु । नेदरल्याण्ड्सय् आतकया हे कडा लकडाउनया घोषणा याये धुंकूगु दु । अथे हे लन्डनय् न्यु इएर इभय् जुइगु दक्व ज्याझ्वः रद्द याःगु दु । बेलायतय् कोरोनाया विरुद्ध न्हूगु नियम हयेत्यंगु दु । अमेरिकालिसें थीथी देसं थः नागरिकतय्त बुस्टर डोज कायेत नं इनाप यानाच्वंगु दु । थ्व हे झ्वलय् न्युजिल्याण्डं विदेशी नागरिकतय्गु निंतिं जनवरी १६ तारिखनिसें चायेकेत्यंगु अन्तर्राष्ट्रिय सीमाना फेब्रुअरीया अन्ततकया बन्द हे यायेगु निर्णय याःगु दु । मंगलवाः न्युजिल्याण्डया शिक्षा मन्त्री क्रिस हिपकिन्सं ओमिक्रोनया कारणं सिमाना चायेकेगु निर्णय लित छ्वयेमाःगु धाःगु खः । न्यूजिल्याण्डय् कोरोनाया नियम छ्वासुका यंकाच्वंगु दु ।",११४२ थिंलागा दुतिया
अस्ट्रेलियाय् खोप कायेधुंकूपिं पर्यटकयात प्रवेश अनुमति,"एजेन्सी- अस्ट्रेलियाय्  कोरोना विरुद्धया पूर्ण मात्रा खोप कायेधुंकूपिं विदेशी पर्यटकतय्त प्रवेशया अनुमति बिउगु दु । अस्ट्रेलियाय् प्रधानमन्त्री स्कट मोरिसनं फेब्रुअरी २१ तारिखनिसें अस्ट्रेलियाय् वइपिं विदेशी पर्यटकतय् निंतिं अन्तर्राष्ट्रिय सिमाना चायेकेगु घोषणा याःगु खः ।
                    
                    
                 प्रधानमन्त्री मोरिसनं सोमवाः सञ्चार माध्यमत लिसे खँ ल्हायेगु झ्वलय् पर्यटकतय्त लसकुस यायेगु जानकारी बिसें धाःगु दु ‘जिमिसं अस्ट्रेलियाया सिमाना बन्द यानागु थ्यंमथ्यं निदँ दत । यदि छिकपिंसं कोरोनाया निगुलिं मात्रा खोप कयादीधुनसा छितः अस्ट्रेलियाय् लसकुस यायेत जिपिं च्वंच्वनाःगु दु ।’ अन्तर्राष्ट्रिय हवाइ यातायात संघं मोरिसनया घोषणायात लसकुस याःगु दु । अस्ट्रेलिया‌ं आप्रवासी ज्यामि व विद्यार्थीतय् निंतिं सिमाना चायेकेधुंकूगु दु । अस्ट्रेलियाय् छुं ई न्ह्यः कोरोना संक्रमण दर थहां वनाच्वंगु खःसा आः धाःसा संक्रमण दर कुहां वयाच्वंगु दु । सोमवाः अस्ट्रेलिया‌ं २३ द्वः संक्रमित थप जूगु दु ।",११४२ सिल्लाथ्व षष्ठी
चिलीइ ३५ दँ दुम्ह नेता ग्याब्रियल बोरिक राष्ट्रपति,"एजेन्सी- चिलीइ ३५ दँ दुम्ह कम्युनिष्ट नेता ग्याब्रियल बोरिक राष्ट्रपतिइ निर्वाचित जूगु दु । दक्षिणपन्थी नेता जोस एन्टोनियो कास्टयात १२ प्रतिशत मतं बुकाः ग्याब्रियल बोरिक राष्ट्रपतिइ निर्वाचित जूगु खः । मतगणना बछि जक क्वचाःगु स्थितिइ कास्टं थः बूगु स्वीकार याःगु खः । बोरिकं चुनावय् ५६ प्रतिशत व कास्टं ४४ प्रतिशत मत काःगु खः । चुनाव त्याकूम्ह ग्याब्रियल बोरिक विश्वया हे आतकयाम्ह दकलय् क्वाकालिम्ह राष्ट्रपति जूगु दु ।
                    
                    
                 बोरिकं विद्यार्थी राजनीतिं थहांवःम्ह नेता खः । सन् २०१९ व सन् २०२० य् चिलीइ असमानता व भ्रष्टाचारया विरोधय् जूगु आन्दोलनय् बोरिकं मू भुमिका म्हितूगु खः । वयां न्ह्यः सन् २०११–१२ य् बोरिकं विश्वविद्यालय् शिक्षा सितिकं जुइमाःगु माग तयाः आन्दोलनय् न्ह्यलुवाः जुया ज्या याःगु खः । सन् २०१३य् बोरिक स्वतन्त्र उम्मेदवार जुयाः क्वय्या सदनय् त्याकूगु खः । लिपा बोरिक सोशल कन्भर्जेन्स पार्टीेइ दुहां वंगु खः । संयुक्त राष्ट्र संघया कथं चिलीया २५ प्रतिशत सम्पतिइ छगू प्रतिशत मनूतय्सं कब्जाय् कयातःगु दु । बोरिकं थ्व समस्या ज्या याना सुधार हयेगु धासें चुनावया प्रचार याःगुु खः ।",११४२ थिंलागा पारू 
बेलायतय् छन्हुं छगूलाख मनूतयके कोरोनाया संक्रमण,"एजेन्सी बेलायतय् छन्हुं हे छगूलाखं मल्याक मनूतय्के कोरोनाया संक्रमण लुइकूगु दु । स्थानीय अधिकारीतय्सं बिउगु जानकारी कथं बुधवाः जक थन १ लाख ६ हजारस्वयां अप्वः मनूतय्के कोरोना संक्रमण खनेदुगु खः ।
                    
                    
                 बेलायतय् कोरोना भाइरस संक्रमण जुइधुंकाः निसें छन्हुं हे खनेदुगु थ्व आःतकया दकलय् अप्वः संक्रमण खः । बेलायतय् छुं वा न्ह्यवनिसें कोरोना भाइरसया प्रकोप अप्वया वयाच्वंगु दु । न्हियान्हिथं द्वलंद्वः मनूतय्के संक्रमण खने दया वयाच्वंगु दु । छुं ई न्ह्यवनिसें थन न्हियान्हिथं ओमिक्रोन भेरियन्टया संक्रमण नं अप्वः खने दया वयाच्वंगु दु । बेलायतय् आःतकया दुने १ करोड १६ लाखं मल्याक मनूतय्त कोरोना संक्रमण जुइधुंकूगु दुसा कोरोना संक्रमणं थन आःतकया दुने १ लाख ४७ हजार म्ह मनूत सीधुंकूगु दु ।",११४२ थिंलागा चौथी
बंगलादेशय् डुंगाय् मिं नयाः ३६ म्ह सीत,"एजेन्सी- बंगलादेशय् छगः यात्रु ज्वना वनाच्वंगु डुंगाय् मि नयेवं म्होतिं नं स्वीखुम्हेसिया ज्यान वंगु दु । थनया सुगन्धा खुसिइ न्ह्याः वनाच्वंगु डुंगाय् मि चयाःगु खः ।
                    
                    
                 घटना जूगु झालकोटी जिल्लाया प्रहरी उपरीक्षक मोइनुल हकं बिबिसी बंगलादेशलिसे खँ ल्हासें शुक्रवाः सनिल तकया दुने ३६ म्हेसिया सीम्ह लुइधुंकूगु व मेपिनिगु नं सीम्ह लुइफुगु खँ धाःगु दु । स्वतँ जाःगु डुंगाय् मि च्यायेवं गुलिखे मनूतय्सं खुसिं तिंन्हूगु खः । खुसिइ तिंन्हुपिं मध्ये नं गुलिखे मनूत लखय् दुनाः सीगु खँ धाःगु दु । 
उगु डुंगाय् न्यासःम्हं मल्याक यात्रुत दुगु खः । एमभी अभियान नांया थ्व डुंगा बिहिवाः चान्हय् ढाकां बर्गुनापाखे वनाच्वंगु इलय् थ्व घटना जूगु खः । शुक्रवाः सुथ न्हापनं डुंगाय् मि च्याःगु खःसा छु कारणं मि च्याःगु धयागु धाःसा सीकेमफुनि । बंगलादेशय् डुंगाया सुरक्षाया निंतिं ध्यान मबीगु व सुरक्षा मापदण्ड बेवास्ता याइगु लिसें क्षमता स्वयां अप्वः यात्रु कुबिइगुलिं यानाः इलय् ब्यलय् डुंगा दुर्घटनाया घटना जुइगु याः । दुर्घटना जूगु डुंगाय् यात्रा यानाच्वंपिंसं धाःकथं यात्रा न्ह्याः न्ह्यः हे डुंगा सामान्य स्वयां क्वानाच्वंगु अनुभव याःगु खः । यात्रुतय्सं धायेवं डुंगाया कर्मचारीतय्सं कार्पेट लानाबिउगु खःसा लिपा क्वाःगु अप्वया वनाः मि हे च्याःगु खः ।",११४२ थिंलागा पञ्चमी
चीनया शियान शहरय् लकडाउन,"एजेन्सी- कोरोना भाइरसया संक्रमण तच्वया वयेवं उत्तरी चीनया शियान शहरय् लकडाउन तःगु दु । थनया छगू करोड ३०लाख मनूतय्त छेँय् हे वनेत स्थानीय अधिकारीतय्सं निर्देशन बिउगु दु ।
                    
                    
                 डिसेम्बर ९ निसें म्हिगः तक अन १४३ म्हेसिके कोरोना पुष्टि जुइवं सरकारं लकडाउन तःगु खः । बुधवाः घोषणा याःगु लकडाउन लिपा आः छखा छेँ नं छम्ह मनू निन्हुअतः जक आवश्यक सामान न्यायेत पिहां वये दइगु जूगु दु । चीनं कोभिड पूवंक नियन्त्रण यायेगु निंतिं कडा रणनीति नाला वयाच्वंगु दु । वइगु फेबु्रअरीइ शीतकालिन ओलम्पिकया ग्वसाः ग्वयेत्यंगु चीनं आवंनिसें कोभिडयात कयाः उच्च सतर्कता नाला वयाच्वंगु दु । आःया प्रतिबन्ध कथं शीयान निवासीत विशेष परिस्थितिइ व स्थानीय अधिकारीतय्के अनुमति कयाः बाहेक मेबलय् सहरं नं पिहां वनेदइमखु । थ्व लकडाउन गुबलय् तक कायम जुइ धयागु नं धाःगु मदुनि । शीयानया शान्शी प्रान्तय् च्वंपिं लखौं मनूतय् परीक्षण याःगु दु । ताःहाकःगु दूरीया बस स्टेशनत बन्द जुइधुंकूगु दुसा सहरपाखे वनेगु लँय् नं कडा जाँच जुयाच्वंगु दु । अथेहे शीयान विमास्थलं जुइगु फुक्क उडान नं स्थगित यायेधुंकूगु दु । अथेहे अत्यावश्यक बाहेकया फुक्क व्यापार, व्यवसाय बन्द जुइधुंकूगु दुसा सरकारी कर्मचारीतय्त छेँय् नं हे ज्या यायेत धायेधुंकूगु दु । स्थानीय अधिकारीतय्सं शीयानं आः न्यनाच्वंगु कोरोना भाइरस डेल्टा भेरियन्टया खः । अन ओमिक्रोन दु कि मदु धयागु बारे धाःसा स्पष्ट रुपं छुं धाःगु मदुनि । सरकारी सञ्चारमाध्यमतय्सं थ्व वालय् शीयानय् निगू महामारी न्यंगु धाःगु दु । थन कोभिड बाहेक रक्तस्राव जुइगु व ज्वरो वइगु नं न्यना वनाच्वंगु दु । थ्व ज्वरोयात स्थानीय रुपं इलय्ब्यलय् खनेदइगु ल्वय् कथं कयातःगु दु । अथे खःसां थुकिया मृत्युदर धाःसा उच्च दु । थुकियात उत्तरी चीनय् न्यनीगु मौसमी ल्वय् धयातःगु दुसा थ्व अप्वः थें ग्रामीण इलय् खनेदइ ।",११४२ थिंलागा चौथी
डिस्को किङ बप्पी लहरी मंत,"एजेन्सी- भारतया नांजाःम्ह म्येहालामि व संगीतकार बप्पी लहरी मंत । मंगलवाः बहनि भारतया मुम्बइया जूहुइ च्वंगु क्रिटी केयर अस्पतालय् लहरी ६९ दँया वैंशय् मदुगु खः । लछि तक अस्पताल वासः याकेधुंकाः लहरी सोमवाः तिनि अस्पतालं डिस्चार्ज जूम्ह खः । तर हाकनं मफयावयेवं वयात अस्पातालय् यंकूगु खः ।
                    
                    
                 सन् १९५२ य् बूम्ह लहरीया खास नां आलोकेश लाहिडी खः । लहरीं सत्तरी व असीया दशकय् यक्व हे चर्चित फिल्मया चर्चित म्येँय् संगीत बिउगु खः । डिस्को डान्सर, चलते चलते, सराबी लहरीया छुं हिट फिल्म खः । लहरीं दकलय् लिपा बागी ३ य् संगीत बिउगु खः । बलिउड जक मखुसें लहरीं हलिउडय् नं संगीत बिउगु दु । बलिउड संगीतयात डिजिटल यायेत लहरीया तःधंगु योगदान दु । लहरी सन् २०१४य् बीजेपीं राजनीतिइ दुहा वंगु खः । सन् २०१४ य् जूगु लोक सभा चुनावय् लहरीं उम्मेदवारी बिउगु खः तर चुनाव धाःसा मत्यात ।",११४२ सिल्लाथ्व पुन्हि
चीनय् पूवंक संरक्षित अवस्थाय् डाइनोसोरया भ्रूणलुइकल,"एजेन्सी- माखां कुकु च्वनीबलय् खनेदइम्ह खाचा थेंज्याःगु अव स्थाय् डाइनोसरया पूवंक संरक्षित अवस्थाया भ्रूण लूगु खँ वैज्ञानिकतय्सं धाःगु दु । थ्यंमथ्यं खुगू करोड ६० लाख दँ पुलांगु अनुमान यानातःगु थ्व भ्रूण दक्षिण चीनया गान्जोय् लुइकूगु खः । 
थ्व ‘टुथलेस थीरपोड डाइनासोर’ वा ‘ओभारटोरसोर’या भू्रण जुइमाः धकाः अनुमान यानाच्वंगु दु । थ्व भ्रूणयात आः ‘बेबी यिङगलियाङ’ धकाः नां छूगु दु ।
                    
                    
                 अनुसन्धानकर्ता डा. फिओन वाइसम मालें थ्व भ्रूण आःतक लूगु मध्य दकलय् बांलाःगु डाइनोसरया भ्रूण जूगु खँ धयादीगु दु । थ्व खोजं डाइनोसोर व आधुनिक पंक्षीतय् दथुया सम्बन्ध बारे अझ अप्वः जानकारी मुंकेफइगु खँ अनुसन्धानकर्तातय्सं धाःगु दु । खाचा खेँचं पिहां वये न्ह्यः गुकथं च्वनाच्वनीगु खः, अज्याःगु हे डाइनोसोरया भ्रूणया जीवाष्म लुइकूगु खः । डा. मालें थुकिं आधुनिक पंक्षीतय्के थज्याःगु व्यवहार उमिगु डाइनासोर पूर्खापाखें विकसित व उत्पत्ति जूगु धयागु संकेत यानाच्वंगु खँ धयादीगु दु । अनुसन्धान पुचलय् दुथ्याःम्ह प्रा. स्टिभ बु्रसाटीं छगू ट्विट यासें थःम्हं आःतक खनागु मदये दकलय् आश्चार्यजनक डाइनासोरया जीवाष्म मध्ये छगू जूगु खँ धयादीगु दु । थ्व भ्रूणया नाप छ्यनं निसें न्हिप्यंतक २७ सेन्टिमिटर ताःहाकः दुगु खँ धाःगु दु । थ्व भ्रूण चीनय् च्वंगु यीङगलियाङ्ग स्टोन नेचर हिस्ट्री म्युजिमय् च्वंगु ६.८ इन्च ताःहाकःगु ख्येँय् लुइकूगु खः ।",११४२ थिंलागा चौथी
