headline,final_news,additional_info
टुकुचा खुसि मिचे यानाः दयेकातःगु संरचना मथुनेत अन्तरकालीन आदेश जारी,उच्च अदालत यलं टुकुचा खुसि मिचे यानाः दयेकातःगु संरचना मथुनेत अन्तरकालीन आदेश जारी याःगु दु । प्रेसिडेन्ट ट्राभल्स एण्ड टुर्स प्रालिया पाखें भोलाविक्रम थापा लिसेंया ब्यक्तिपिन्सं दायर याःगु रिटया सुनुवाइ यासेंदै न्यायाधीश दिपेन्द्रबहादुर बमया इजलासं टुकुचा खुसियात मिचे यानाः दयेकातयातःगु संचना तत्काल मथुनेत थथे अन्तरकालीन आदेश जारी याःगु खः । येँ महानगरपालिकां टुकुचा खुसि मिचे यानाः दयेकातःगु संरचना धमाधम थौकन्हय् थनाच्वंगु दु । महानगरं जय नेपाल सिनेमा हलया हलया संरचना व लक्ष्मी बैंकया संरचना दुनें टुकुचा खुसि लुइकुगु खः । अदालतंअसोज ५ गते निगू पक्षयात सहलह यायेत सःतुगु दु । प्रक्रिया बमोजिम नक्सा पास यानातःगु व निर्माण सम्पन्नया प्रमाणपत्र तकं कयातःगुलिं तत्काल संरचना मथुनेत अन्तरकालीन आदेश ब्यूगु खँ उच्च अदालत यलया रजिस्ट्रार ठगिन्द्र कट्टेलं जानकारी ब्यूगु दु ।      ,"नेवा: अनलाइन न्युज | २०७९ आश्विन २, आइतबार १८:१८:२६  "
चोलेन्द्रयात बियातःगु सुरक्षाकर्मी लित सःतल,निलम्बित प्रधान न्यायाधीश चोलेन्द्र शमशेर जबराया सुरक्षाय् च्वनाच्वपिं सुरक्षाकर्मीयात सःतुगु दु । प्रहरी प्रधान कार्यालयया अगुवा गाडी लिसें सुरक्षाकर्मीतय्त थथे लित सःतेगु निर्णय याःगु खः ।,"नेवा: अनलाइन न्युज | २०७९ आश्विन २, आइतबार १८:३८:३५  "
वंगु २४ घण्टाय् २०३ म्ह कोरोना भाइरस संक्रमण पुष्टि,येँ– वंगु २४ घण्टाय् २०३ म्ह कोरोना भाइरस संक्रमण पुष्टि जुगु दु । स्वास्थ्य व जनसंख्या मन्त्रालयया कथं १३०० पीसीआर परीक्षणय् ८७ म्ह व ३७५९ एन्टिजेन परीक्षणय् ११६ म्ह नापं यानाःल् २०३ म्ह संक्रमण पुष्टि जुगु दु ।,"नेवा: अनलाइन न्युज | २०७९ भाद्र २८, मंगलबार १७:४७:५९  "
" श्रद्धा, आस्था व निष्ठाया पूजा किजापूजा ","  यमपञ्चक अर्थात् स्वन्ति नखःया न्यान्हुया दिं व दकले लिपांगु दिं थौं किजापूजा तःकेहेँपिन्सं थः दाजुकिजापिन्त श्रद्धा, आस्था व निष्ठाया नापं ताः आयु, आरोग्य व ऐश्वर्य प्राप्तिया कामना यानाः न्याता रंगी सिन्हः तिकाः तःजिक न्यायेकी । तःकेहेँपिन्सं थः दाजुकिजायात सिन्हः तिकेधुंकाः दाजुकिजां नं तःकेहेँपिन्त न्याता रंगी सिन्हः तिकीगु चलन दु । तःकेहेँपिन्त पूजा यानाः अखण्ड सौभाग्य, सुखद् दाम्पत्य जीवन व ऐश्वर्य बृद्धिया नितिं आशिर्वाद बिइगु शास्त्रीय विधान दूगु नेपाल पञ्चाङ निर्णायक समितिया नायः व धर्मशास्त्रविद् प्रा। डा। रामचन्द्र गौतमं जानकारी बियादीगु दु । थौं किजापूजाया साइत सुथय् ११ः३७ता इलय् बांलाःगु साइत खः धकाः वय्कः गौतमं जानकारी बियादीगु दु ।  थगु दँय् सिन्ह तिकीपिं तःकेहेँपिं पश्चिम व दाजुकिजापिं पूर्व स्वयेमाःगु नं समितिं जानकारी ब्यूगु दु । आः चन्द्रमा उत्तरय् लाःगुलिं आशिर्वादा बिइम्ह मनूया जवय् लाकेगु नितिं थुज्वःगु निर्णय याःगु खः । ‘सप्तरंगी सिन्ह धकाः थीथी कथंया प्रचार प्रसाच याःसां नं स्वन्तिइ तिकीगु सिन्हःया रंग ह्याउँगु, तुयुगु, म्हासुगु, वांउगु व वचुगु यानाः न्याना रंग धकाः शास्त्रय् न्ह्यथनातःगु दु’ धकाः समितिया नायः गौतमं धयादीगु दु । थौंया दिं तःकेहेँपिं व दाजुकिजापिं मदुपिन्सं दयेकाः वा नालाः सां किजापूजा यायेमाः धैगु शास्त्रीय मान्यता तकं दु ।","नेवा: अनलाइन न्युज – निश्चल | २०७९ कार्तिक १०, बिहिबार ०८:५७:४५  "
तिंख्यलय् संविधान दिवस,"थौं सोमवाः च्याक्वःगु संविधान दिवस । सरकारं संविधान दिवसया लसताय् तःजिक उगु दिवस न्यायेकूगु दु ।  संविधान सदवस मूल समारोह समितिपाखें तिंख्यःया सैनिक मञ्चय् थौं सोमवाः सुथय् ग्वसाः ग्वःगु विशेष ज्याझ्वलय् राष्ट्रपति विद्यादेवी भण्डारी उपस्थित जूगु खः । ज्याझ्वलय् उपराष्ट्रपति नन्दबहादुर पुन, प्रधानमन्त्री शेरबहादुर देउवा, कामु प्रधानन्यायाधीश दीपककुमार कार्की, सभामुख अग्नीप्रसाद सापकोटा, राष्ट्रिय सभाया नायः गणेशप्रसाद तिमिल्सिना, मन्त्रीगण, संवैधानिक निकायया प्रमुख, सरकारया उच्च अधिकारी, मित्रराष्ट्र व नियोगया प्रमुख व प्रतिनिधिपिनिगु उपस्थिति दूगु खः । ज्याझ्वलय् नेपाली सेनाया हेलिकोप्टरपाखें स्वांवा गायेकूगु खःसा थीथी सांस्कृतिक झाँकीया लिसें नेपाली सेना, नेपाल प्रहरी व सशस्त्र प्रहरी बलपाखें राष्ट्रिय धूनलिसें ब्याण्डबाजा ब्वज्या याःगु खः । ज्याझ्वःयात प्रधानमन्त्री शेरबहादुर देउवां विशेष सम्बोधन याःगु खः । ","नेवा: अनलाइन न्युज – ललेन्द्र शाक्य | २०७९ आश्विन ३, सोमबार १२:४८:३७  "
न्हूगु दँया लसताय् राष्ट्रपति पाखें भितुना देछा,"राष्ट्रपति विद्यादेवी भण्डारी नेपाल संवत् ११४३ प्रारम्भ जुगु लसताय् स्वदेश व विदेशय् च्वनाच्वपिं सकल नेपाःमिं पिन्त सुख, शान्ति व समृद्धिया नितिं भिंतुना देछानादिगु दु ।","नेवा: अनलाइन न्युज | २०७९ कार्तिक ९, बुधबार २२:२०:२०  "
बसन्तपुरय् तःजिक न्यायेकल भिंतना ज्याझ्वः ,"नेपाल संवत न्हूगु दँ राट्रिय समारोह समिति ११४३ या ग्वसालय् येँया बसन्तपुरय् तःजिक भिंतुना सभा व ¥याली याःगु दु ् बसन्तप्रं न्ह्याःगु ¥याली द्वलं द्वः मनूतयसं ब्वति काःगु दुसा सलसं बाजं खलकं ब्वति काःगु खः । बसन्तपुरं न्ह्याःगु ¥याली येँया थःने त्वाः क्वःने त्वाः चाहीला यबसन्तपुय् थ्यंका सभा जुगु खः  प्रधानमन्त्री शेरबहादुर देउवाया मू पाहाँसुइ जुगु उगु सभाय् संस्कृति मन्त्री जीवनराम श्रेष्, पूर्व उप प्रधानमन्त्री प्रकाशमान सिं, येँ महानगरपालिकाया मेयर बानेन शाशा उप मेयर सुनिता डंगोल लिसें समारोह समितिया सल्लाकारपिं उपस्थिति जुगु खः । समारोह समितिया नायः प्रा.डा. नरेशमान बज्राचार्यया सभापित्वय् जुगु उगु ज्याझ्वलय् मेयर शाह नं लसकुश यानादिगु खः । अथे हे देय् न्यकं थौ. थीथी जिल्ला व लागाय् ११४३ न्हूगु दँया न्हिंयात लसकुस यासें भिंतना सभा व ¥याली याःगु दु । ","नेवा: अनलाइन न्युज | २०७९ कार्तिक ९, बुधबार २२:४०:३५  "
"भाषा, कला व लोक साहित्य लागाय् महत्वपूर्ण निधि सत्यमोहन जोशीः प्रधानमन्त्री देउवा","नेपाल भाषा मंकाः खलः यलया ग्वसालय् थौं शुक्रवाः यलया मंगलबजारय् वाङ्‍मय शताब्दी पुरुष सत्यमोहन जोशी मदुगु १३ न्हूयापुण्य तिथिसं बिचाः मुज्या ज्याझ्वः याःगु दु । उगु बिचाः मुज्याय् प्रधमनमन्त्री शेरबहादुर देउवां वाङ्‍मय शताब्दी पुरुष सत्यमोहन जोशी देय्या भाषा, कला तथा लोक साहित्य लागाय् महत्वपूर्ण निधि जुगु बिचाः प्वंकादिगु दु ।  प्रधानमन्त्री देउवां शताब्दी पुरुष जोशी सरल जीवनया पर्याय जुगु व नेपाल र चीनया सांस्कृतिक सम्बन्ध स्थापित यायेत महत्वपूर्ण भूमिका म्हितादिम्ह ब्यक्ति जुगु बिचाः प्वंकादिगु खः । संस्कृति, पर्यटन व नागरिक उड्डयनमन्त्री जीवनराम श्रेष्ठ जोशी थे जाम्ह विद्वान व्यक्तित्व संसारय् म्हो जक बुइगु वयकः बहु गुण सम्पन्न व्यक्तित्व, विज्ञता व देशया साहित्य व संस्कृति उजागर यायेगु योगदान अतुलनीय व अविस्मरणीय ज्या याःगु बिचाः तयादिगु खः । यल महानगरपालिकाया मेयर चिरिबाबु महर्जनं जोशीया निधनं ए सत्यमोहन जोशया माहिला छोरा अनुराज जोशी थः अबु शताब्दी पुरुषको सम्मानय् स्वगू कथंया मुद्रा र हुलाक टिकट प्रकाशन यानाः राज्य विशिष्ट सम्मान याःगु धासें वयकः मदया याःगु बिदा घोषणा नं तःधंगु खँ जुगु बिचा ः तयादिगु खः ।","नेवा: अनलाइन न्युज – निश्चल | २०७९ कार्तिक ११, शुक्रबार २१:११:१७  "
न्हूदँ समारोह समिति शंखधर दिवस न्यायेकेगु तयारी ,येँ– नेपाल संवत न्हूगु दँ राट्रिय समारोह समिति ११४३ न्हूदँ ११४३ तःजिक न्यायेकेगु क्वचायेवं नेपाल संवतया प्रवद्धक शखधर दिवस न्यायेकेगु तयारी याःगु दु । नेपाल सरकार पाखें शखधर शाख्वायात राट्रय विभुति घोष्णायाःगु न्हिंया लुमन्ति देय् दँसं कछला थ्व दशमीया न्हिं शखधर हनावयाच्वंगु खः ।  थुगु न्हिं थ्व दँय् कार्तिक १७ गते बिहीवाः लाः । समारोह समितिं ब्यूगु जानकारी कथं थुगु न्हिं सुथय् ७ बजे लखुर्तिथ व हिनय् ४ बजे भोताहिति शखधर उद्यान ज्याझ्वः याइगु जुगु दु ।,"नेवा: अनलाइन न्युज – निश्चल | २०७९ कार्तिक ११, शुक्रबार १४:१९:५९  "
थुगसी शंखधर दिवस प्यथाय् हनिगु ,नेपाल संवत न्हूदँ राट्रिय समारोह समिति ११४३ या ग्वसालय् व इनापय् थुगसी शंखधर दिवस येँया त्यथाय् हनिगु जुगु दु ।  कछलाथ्व दशमि कार्तिक १७ गतेया न्हिं थथे हनेत्यंगु खः । समारोह समितिं ब्यूगु जानकारी कथं थुगु न्हिं सुथय् ७ बजे लखुर्तिथ व हिनय् ४ बजे भोताहिति शखधर उद्यान ज्याझ्वः याइगु जुगु दु । अथे हे सुथय् १० बजे असनय् असन सेवा समितिया ग्वसालय् व सुथय् ११ बजे थहितिं थहिति मानन्धर गुथीया ग्वसालय् हनेत्यंगु दु । नेपाल सरकार पाखें शखधर शाख्वायात राट्रय विभुति घोष्णायाःगु न्हिंया लुमन्ति देय् दँसं कछला थ्व दशमीया न्हिं शखधर हनावयाच्वंगु खः । ,"नेवा: अनलाइन न्युज – निश्चल | २०७९ कार्तिक १४, सोमबार ११:११:४२  "
शंखधर शाख्वा सु ख ? ( भिडिओ म्ये ),कछलाथ्व दशमि कार्तिक १७ गते न्हिं कन्हय् नेपाल संवत न्हूदँ राट्रिय समारोह समिति ११४३ या ग्वसालय् व इनापय् थुगसी शंखधर दिवस येँया प्यथाय् हनिगु जुगु दु । कहय् सुथय् ७ बजे लखुर्तिथ व हिनय् ४ बजे भोताहिति शखधर उद्यान ज्याझ्वः याइगु जुगु दु । अथे हे सुथय् १० बजे असनय् असन सेवा समितिया ग्वसालय् व सुथय् ११ बजे थहितिं थहिति मानन्धर गुथीया ग्वसालय् हनेत्यंगु दु । नेपाल सरकार पाखें शखधर शाख्वायात राट्रय विभुति घोषणायाःगु न्हिंया लुमन्ति देय् दँसं कछला थ्व दशमीया न्हिं शखधर हनावयाच्वंगु खः ।,"नेवा: अनलाइन न्युज | २०७९ कार्तिक १६, बुधबार ०९:२५:१३  "
"कात्तिक १७ गते निसें मङ्सिर १ तक जुलुस, आमसभा व कोणसभा याये दइगु","वयेत्यंगु निर्वाचनमा उम्मेदवारतय्सं कात्तिक १७ गते निसें मङ्सिर १ गते तक प्रचारप्रसारअन्तर्गत जुलुस, आमसभा, कोणसभा याये दइगु जुगु दु ।मङ्सिर ४ गते जुइत्यंगु प्रतिनिधिसभा व प्रदेशसभा सदस्य निर्वाचनया नितिं जारी याःगु निर्वाचन आचारसंहिता, २०७९ बमोजिम जुलुस, आमसभा व कोणसभा याये दइगु खँ स्पष्ट याःगु दु । आचारसंहिताया  दफा १३ य् राजनीतिक दल, उम्मेदवार, दलया भ्रातृ सङ्गठन व सम्बन्धित व्यक्ति जुलुस, आमसभा, कोणसभा, बैठक, भेला वा निर्वाचन प्रचारप्रसारसम्बन्धी ज्या यायेत पालना यायेमाःगु आचरणया व्यवस्था याःगु दु ।  दफा १३ या कथं उम्मेदवारया अन्तिम नामावली प्रकाशन जुइ धुंकाः मतदान जुइगु १७ न्हू न्ह्यः निसें जक निर्वाचन प्रचारप्रसारअन्तर्गत जुलुस, आमसभा, कोणसभा याये दइगु व  सञ्चारमाध्यमय् थःगु निर्वाचनसम्बन्धी सामग्री प्रकाशन वा प्रसारण याये दइगु व्यवस्था दुगु आयोगका प्रवक्ता शालिग्राम शर्मा पौडेलं थौं पित ब्यूगु विज्ञप्तिइ न्ह्यथंगु दु ।","नेवा: अनलाइन न्युज | २०७९ कार्तिक १४, सोमबार १९:५९:२२  "
बुधवाः निसें सरकारी कार्यालय छघौ न्ह्यः हे बन्द जुइगु,थौ बुधवाः नं निसें सरकारी कार्यालय स्वलाया नितिं छघौ न्ह्यः हे बन्द जुइगु जुगु दु । गृह मन्त्रालय वैशाख २६ गते राजपत्रय्  सूचना जारी याःगु खः । उगु  सूचना कथं कात्तिक १६ गते निसें माघ १५ गते तक थथे छघौ न्ह्यः हे कार्यालय बन्द यायेगु खा ह्न्यथंनातःगु दु । थौं कात्तिक १६ गते निसें माघ १५ गतेतक कार्यालय ई सुथय् साढे ९ बजेनिसें सनलय साढे चार बजे तक जुगु दु । थ्वया न्ह्इः साढे ५ तक कार्यालय चाइगु खः ।,"नेवा: अनलाइन न्युज | २०७९ कार्तिक १६, बुधबार १४:५३:२४  "
नेपालय् थप ११९ म्ह कोरोना सङ्क्रमण पुष्टि ,नेपालय् थप ११९ म्ह कोरोनाभाइरसया सङ्क्रमण पुष्टि जुगु दु । ४०८४ म्हसिया  नमुना परीक्षण पीसीआर विधि पाखें यायेगु झ्वलय् ८९ म्ह व एन्टिजेन पाखें ३० म्ह सङ्क्रमण पुष्टि जुगु खः ।,"नेवा: अनलाइन न्युज | २०७९ भाद्र २९, बुधबार १७:४०:५०  "
जापानय नितिं ब्वगु वायुसेवा निगमया वाइडबडी कुँ वयेवं येँ लिहाँव,जापानया नारिता वनेगु नितिं ब्वगु नेपाल वायुसेवा निगमया वाइडबडी जहाजय् कुँ वयेवं थथे ३० मिनेट लिपा हे येँ लिहाँ वःगु दु । कार्गो सामानतय्गु थासं थथे कुँ वयेवं १८४ यात्रु ज्वनाः नारिता नितिं  म्हिगः बहनिं ११ बजे ब्वगु आरए ४३३ उडान नम्बरया जहाज थथे ३० मिनेट लिपा येँ लिहाँवःगु खः । प्राविधिक जाँच लिपा थौं हानं उगु जहाज नारिता निति ब्वयेकेगु तयारी याःगु खँ सिइदुगु दु ।,"नेवा: अनलाइन न्युज – निश्चल | २०७९ भाद्र २९, बुधबार ०८:४२:०९  "
"चिनियाँ जनकंग्रेस, स्थायी समितिया नायः ली चान्सुं ख्वप देय् चाहिल ","नेपाः प्यन्हू न्यकंया औपचारिक भ्रमणय् दुम्ह  चिनियाँ जनकंग्रेस, स्थायी समितिया नायः ली चान्सु थौं बुधवाः ख्वपया ऐतिहासिक सम्पदात अवलोकन यानादिगु दु । सुथय् ९ं२० बजे ऐतिहासिक विश्व सम्पदा सूचीइ सूचीकृत ख्वपया लाकुलि थ्यम्ह नायःलीयात ख्वप नगरपालिकाया मेयर सुनिल प्रजापति, सङ्घीय सांसद प्रेम सुवाल, बाग्मती प्रदेशसभा सदस्य सुरेन्द्रराज गोसाईं, सृजना गोसाईं, नगरपालिकाया उपप्रमुख रजनी जोशी, भक्तपुरका प्रमुख जिल्ला अधिकारी रुद्रादेवी शर्मा लिसें नगर कार्यपालिकाया सदस्यपन्सिं लसकुस याःगु खः । नायः ली सिें वःगु प्रतिनिधिमण्डलया सदस्यतय्त नगरपालिकां लसकुस यायेगु कथं लायकु िदबूलीइ ऐतिहासिक भैरव प्याखँ अवलोकन याकुगु खः । नायः ली उगु प्याखनं चिनियाँ संस्कृति लुमंका ब्यूगु धासें चीन व नेपाःया संस्कृति मिले जुगु प्वंकादिगु खः । वयकलं न्ययेन्यापा झ्याः लायकु स्वर्णद्वार, लुँहिति अवलोकन याःगु खः ।","नेवा: अनलाइन न्युज | २०७९ भाद्र २९, बुधबार १७:२५:४९  "
