headline,final_news,date
त्रिमूर्ति दिवसया लसताय् थीथी सिरपा व पदक लःल्हात ,"साहित्यिक क्षेत्रय् सकृय संस्था त्रिमूर्ति निकेतनया नीछक्वःगु स्थापना दिवसया लसताय् थीथी सिरपा व  नेवाः ख्यया न्याम्ह पत्रकारया नापनापं ख्वीम्हेसित सत्यमोहन जोशी शताब्दि महोत्सव पदक लःल्हागु दु । थथे पदकं छायपिउपिं पत्रकारय् मीना बज्राचार्य,नृपेन्द्र लाल श्रेष्ठ,सुरेन्द्र भक्त श्रेष्ठ, सुनिल महर्जन व विराजकाजी राजोपाध्याय खःसा वयकपिं न्याम्हं नेवाः पत्रकार राष्ट्रिय दबू केन्द्रया केन्द्रिय सचिवालय दुजः खः। उकिइ मध्य भाजु  राजोपाध्याय  झीगुसःडटकम या सञ्चालक व प्रधान सम्पादक नं खः । वयकपिन्त मूपाहाँ महासमालोचक प्रा.डा.वासुदेव त्रिपाठीजुं पदक लःल्हाना दीगु खः । येँया तिलगंगा सन्चारग्रामय् त्रिमुर्ति निकेतन परिसरय् त्रिमुर्ति निकेतन या संस्थापक व अध्यक्ष ईन्दिरा प्रसाईया सभानायसुइ जूगु थीथी सिरपा व पदक लःल्हाना दीगु खः । मूपाहाँ प्रा.डा.त्रिपाठीजुं बागु शताब्दी न्ह्यवंनिसें नेपाली भाषासाहित्यया श्रीवृद्धिइ समर्पित जुया शास्त्रीय छन्दकविता रचना एवम् छन्दकाव्यया प्रचार प्रसार अभियानय् समेत विशिष्ट योगदान बियादीम्ह  गोविन्दराज विनोदीयात ‘लेखनाथ पौड्याल पुरस्कार’ देछाना दिल । अथेहेतुं नेपाली नाट्यकलाया श्रीवृद्धिया ज्या यानादीसे नाटक व संकिपाख्यलय् ज्वमदुगु योगदानया निंतिं मिथिला शर्मायात ‘बालकृष्ण सम पुरस्कार’ देछागु खः। नेपाली भाषासाहित्यया श्रीवृद्धिया ज्याय् न्यागु दशक न्ह्यवंनिसें काव्यसाधनाय् निरन्तर समर्पित जुया नेपाली कविताया संवर्द्धनय् विशिष्ट योगदान यानादीम्ह शैलेन्द्र साकारलाई ‘देवकोटा काव्य पुरस्कार’ देछागु खः । थ्व स्वंगुलिं सिरपा ताम्रपत्र व म्हतिं छगू लखतका या खः। ज्यझ्वलय् त्रिमूर्ति निकेतनया दुजः पिन्त जक बिइगु  नीन्याद्वः राशिया ‘भद्र घले पदक’  तारानाथ दाहाल व प्रा.डा.उषा ठाकुरयात बिउगु खः। मूपाहाँ प्रा.डा.त्रिपाठीं शताब्दी पुरुष सत्यमोहन जोशीया थीथी पक्षय् ज्या यानादीपिं न्येयच्याम्हेसित  ‘सत्यमोहन जोशी महोत्सव शताब्दी पदक’ देछाना दिल । उकिइ मध्ये न्याम्ह नेवाः पत्रकारया नापनापं अजरमान जोशी, अनुकृतिका, अनुराधा थापा, अमर मिरिङचिङ, आभा श्रेष्ठ कर्ण, डा.कञ्चनजङ्घा प्रसाई, कलाधर काफ्ले, कावेरी जोशी, कृष्णगोपाल श्रेष्ठ, केशवकृष्ण जोशी, गङ्गा मुल्मी, गोपालनाथ योगी, चन्द्रा ओडारी, जीवन आले, जीवेन्द्र सिम्खडा, ढण्डुराज घिमिरे, तारानाथ दाहाल, तुलसीहरि कोइराला, दुर्गा वनवासी, देवकी श्रेष्ठ, नरेन्द्रराज पौडेल, नृपेन्द्रलाल श्रेष्ठ, पूर्ण लामा, पूर्णकला लिम्बू विष्ट, प्रमोद प्रधान, प्रा.प्रेमशान्ति तुलाधर, प्रा.डा.बालमानसिंह कार्की, मणि लोहनी, मनोज बर्मा, मीना बज्राचार्य, यमुना श्रेष्ठ, यशोदा अधिकारी, युवराज नयाँघरे, रमण घिमिरे, श्री राजितबहादुर श्रेष्ठ, प्रा.डा.राज्यश्री श्रेष्ठ, डा.लेखप्रसाद निरौला, लोग्सरी कुँवर, वसन्तकुमार चौधरी, विन्दा रखाल, विराजकाजी राजोपाध्याय, प्रा.डा.वीणा पौड्याल, शान्तराज शाक्य, शान्ति शर्मा, डा.शैलेन्दुप्रकाश नेपाल, सन्तोष देवकोटा, प्रा.डा.सावित्री कक्षपती, सिर्जना तिमिल्सिना, सुनील महर्जन, प्रा.डा.सुरज बज्राचार्य, सुरेन्द्रभक्त श्रेष्ठ, सुशील अर्याल, सुशीला तामाङ, डा.हरिप्रसाद पोखरेल (मानसाग्नि), हेमा मानन्धर, ज्ञान उदास, ज्ञानु अधिकारी व ज्ञानेन्द्र विवस लगायतं यात पदक लःल्हागु खःसा थ्वसिबें न्हापा २२६ म्हेसित थ्व'सत्यमोहन जोशी शताब्दी महोत्सव पदक' देछाये धुंकुागु खँ ग्वसा खलःया सदस्यसचिव नरेन्द्रराज प्रसाईजुं कनादिल । त्रिमूर्ति निकेतनया संस्थापक व अध्यक्ष इन्दिरा प्रसाईया सभानायसुइ जूगु थ्व ज्याझ्वलय् महासमालोचक प्रा.डा.वासुदेव त्रिपाठी व सिरपा त्याकादीपिं गोविन्दराज विनोदी,  मिथिला शर्मा, शैलेन्द्र साकार अले त्रिमूर्ति निकेतनया ज्याझ्वः कजि भगवती बस्नेत व सदस्यसचिव नरेन्द्रराज प्रसाईपिन्सं नुगःखँ तयादीगु खः ।","  २०७९ जेठ २१, शनिबार "
पत्रकार महासंघया संस्थापक अध्यक्ष कृष्णप्रसाद मखु धइगु खँयात कया सहलह,नेपाल सरकारं नीति तथा कार्यक्रमय् आमसंचार प्रशिक्षण प्रतिष्ठान गठनय् कृष्णप्रसाद भट्टराईया नां स्वाकाः हःगु व थुकिं नेपाल पत्रकार महासंघया संस्थापक अध्यक्ष सत्यनारायण बहादुर श्रेष्ठया योगदानप्रति बेवास्ता याःगुली ध्यानाकर्षण यासें  ज्याझ्वलय् नेवाः पत्रकार राष्ट्रिय दबूया नायः सुरजबीर बज्राचार्यं सत्यनारायण बहादुर श्रेष्ठ या १०५ क्वःगु जन्मजयन्तीइ संचार मन्त्री पार्वत गुरुङया मूपाहांकथं उपस्थिति दुगु खःसा १०६ क्वःगु जन्मजयन्ती ला  पत्रकार महासंघया हे हलय् महासंघया हे ग्वाहालिइ जूगु खः तर सहभागिता धाःसा महासंघपाखें मजुगु खःसा उगु खँय् जानकारी हे मदु धायेगु गुलि गैरजिम्मेवारी खँ जुइ धकाः धयादिसेँ गुलि नं तथ्य थीथी माध्यमं वयाच्वंगु दु उकियात बेवास्ता यानाः हाकनं अध्ययन यायेगु धकाः वःगु खँया नं विरोध यानादिल । अध्ययन हे यायेमाः थें ताःसा पुलांगु तथ्यया आधार त्वःते मज्यूगु खँय् बज्राचार्यं बः बियादीगु खः । ज्याझ्वलय् पत्रकार दबूया मूछ्याञ्जे सुनील महर्जनं न्हापा थःपिन्सं पत्रकार महासंघया अध्यक्षपिन्त थुगु विषय ज्ञापनपत्र मार्फत दबुलिं ध्यानाकर्षण याकाः वयाच्वनागु खँ न्ह्यथनादिल । थुगु अन्तरक्रियाय् सत्यनारायण बहादुर श्रेष्ठया योगदानया उल्लेख व कदरया नितिं न्ह्यात्थेंजाःगु पलाः छीमाःसा छीगु निष्कर्षलिसें सम्बन्धित थासय् ज्ञापन पत्र बीगुनिसें कडा आन्दोलनय् वनेमाःसा वनेगु धइगु सहलह फोनिज दुने जूगु खँ नं न्ह्यथने बहःजू । Reply Forward,"  २०७९ आषाढ ३, शुक्रबार "
नेवाः ज्ञानकोषयात कयाः नेपालभाषा एकेडेमिइ  सहलह  ,"   नेपालभाषा एकेदेमिया ग्वसालय् नेवाःतय्गु सकतां खँ दुथ्याका ज्ञानकोश दयकेगु ज्या न्ह्यानाच्वंगु दुसाः नेवाःतसें न्ह्याका वयाच्वंगु थःगु मौलिकतायात कःघाना नेवाःतय्गु विशेषतायात उजागर याय्भनं उकिया जानकारी सकसितं बियेफयमा धैगु खँयात ध्यान तया थुगु ज्ञानकोण दयकेत थीथी नेपालभाषाया थीथी पक्षय् सःस्यूपिं च्वमिपिन्त थीथी कथंया विषयया भाला बिया ज्या न्ह्याका वयाच्वंगु खँ एकेडेमीया सदस्य सचिव डा पुष्पराज राजकर्णिकारं धयादीगु दु ।   थ्व हे झ्वलय्  किपूया नेपालाभाषा एकेडेमीया हलय्  शनिवार  छगू सहलह  मुन्ज्या जूगु दु । उगु सहलह मुन्ज्याय् विज्ञपिं योगेन्द्र प्रधान व सौभाग्य प्रधानांगपिन्सं ज्ञानकोषया रचनाया विषयलय् थःथःगु सुझाव बियादीगु खः ।  विज्ञपिं डा. योगेन्द्र प्रधानजु्ं नेपालभाषा प्राचीन काव्य व व्यक्तित्वयात कया व सौभाग्य प्रधानांगं सांस्कृतिक पक्षयात कया खँ कनादीगु खः । व्यक्तित्व म्हसिकाय् संस्कृति, भाषा, कला, इतिहास निर्माण, साहित्य, संगीत, समाजसेवा, शिक्षा आदि ख्यलय् विशिष्ट योगदान बियादीपिं व्यक्तित्वपिन्त म्हसिकेगुकथं ज्या जुयावयाच्वंगु दु ।  नेवाः ज्ञानकोषय् थीथी विषयवस्तुयात कःघाना मू विषय, कचा विषय व तँसा विषय याना स्वंगू ब्वय् ब्वथला दुथ्याकेगु ज्या जुयाच्वंगु दु धका धयादिसे  थ्व ज्ञानकोशया ज्या न्ह्याना च्वंगु स्वदँ वयेधुंकुगु व अाः दच्छिया दुने थ्व ज्या पुवनिगु खँ एकेडेमीया भाइस चान्सलर मल्ल के सुन्दरं कनादिल  ।  अनिलरत्न स्थापितं न्ह्याकादीगु सहलह मुन्ज्याय् नेपालभाषा एकेदेमिया भाइस चान्सलर मल्ल के सुन्दर, सदस्य सचिव डा पुष्षराज राजभण्डारी, डा.चुन्दा बज्राचार्यजु्पिन्सं नं ज्ञानकोषया आभारभूत खँ कनादीगु खः । सहलह ज्याझ्वलय् थीथी व्यत्तित्वपिं प्रा. प्रेमशान्ति तुलाधर, डा. बज्रमुनि बज्राचार्य, मुनिन्द्ररत्न बज्राचार्य, त्रिरत्न मानन्धर लगायतपिन्सं थीथी खँ न्ह्यब्वया दीगु खः । ","  २०७९ आषाढ ५, आइतबार "
क्रोधकला शिरोमणि कालु कमालेया डकुमेण्ट्री पितब्वज्याय् जनप्रतिनिधिपिन्त भिन्तुना ,       क्रोधकला शिरोमणि धका हस्तकला ख्यलय् नांजाम्ह प्राज्ञ  कालु कमालेया डकुमेण्ट्री पितब्वज्याय् यलय् थुगुसिइ निर्वाचित जुयादीपिं जनप्रतिनिधिपिन्त भिन्तुना देछागु दु ।  क्रोधकला शिरोमणि कालु कमालेपाखें  जनप्रतिनिधिपिन्त भिन्तुना  देछागु ज्याझ्वलय् बागमति प्रदेशया सांसद शोभा शाक्य व नेपाल ललित कला प्रज्ञा प्रतिष्ठानया कुलपति के के कर्माचार्यया विशेष उपस्थिति दूगु खः । ज्याझ्वलय् क्रोधकला शिरोमणि कुमाले भाजुं यलया नव निर्वाचित मेयर चिरिबाबु महर्जनया नापनापं यलया दक्व वडाया वडानायः व यल महानगरपालिका या कार्यपालिका दुजः पिन्त खादाँ क्वखाएका भिन्तुना देछाना दीगु खः।  थ्वहे ज्याझ्वलय् क्रोधकला शिरोमणि कालु कमालेया आधिकारिक वेबपेज नं सार्वजनिक याःगु खःसा उकिया नापनापं वयकया डकुमेण्ट्री पितब्वज्या नं जूगु खः।  कुमार यात्रुं च्वयादीगु थ्व डकुमेण्ट्रीया अवधारणाव सम्पादन नवराज लामां यानादीगु खः । थुगु डकुमेण्ट्री कालु कुमालेया आधिकारिक वेब साइट या नापनापं युट्युब य् तयातःगु दु ।  ज्याझ्वलय् क्रोधकला शिरोमणि कालु कमाले फाउण्डेशनया राकेश अवालें लसकुस न्वचुतसे फाउण्डेशन व थः अबुजु क्रोधकला शिरोमणि कालु कमालेया बारे खँ तयादिल । ज्याझ्वलय् यल महानगरपालिकाया मेयर चिरिबाबु महर्जनं यलय् कालु कुमाले थेंजाम्ह क्रोधकला शिरोमणि दुगु धइगु गौरवया खँ खः धका धयादिसे वयकया सम्मानय् महानगरपालिका पाखें छगू विशेष कथंया पलाः ल्ह्वनेगु योजना दुउगु खँ नं कनादिल ।,"  २०७९ आषाढ ७, मंगलबार "
 पद्मरत्नया जहान मंगलवाः लुतिइ अन्त्येष्टि याइगु,   नेवाः न्ह्यलुवा लिसें वरिष्ठ मानव अधिकारवादी नेता पद्मरत्न तुलाधरया जहान नीलशोभा तुलाधर  सोमवाः बहनी ९ बजे वय्कः आकाझाकां मदुगु खः । मदुम्ह तुलाधर ७८ दँ दुम्ह खः ।  येँया असं त्वालय् जन्म जुयादीम्ह मय्जु तुलाधर १४ दँ जक दुबलय् १८ दँ दुम्ह पद्मरत्न तुलाधरलिसे इहिपा जूगु खः । मदुम्ह तुलाधरया कायभाजु श्रवन तुलाधरं  कनादीकथं सोमवाः थःगु हे छेँय् द्यनाच्वंम्ह वय्कःयात आकाझाकां हृदयाघात जूगु खः । हृदयाघात जूगुयां १५ मिनेटं हे वय्कः मदुगु खः । अस्पताल यंकूबलय् वय्कः मदयेधुंकूगु खँ चिकित्सकतय्सं धाःगु खः । आः मंगलवाः हे वय्कःया अन्त्येष्टि याइगु खँ छेँजःपिंसं धाःगु दु ।  वय्कःया सीम्हयात अस्पतालं तप्यंक लुतिइ यंकेगु ग्वसाः जुयाच्वंगु दु । लुतिइ सिथं यंकीबलय् ११–१२ बजे जुइफुगु खँ नं छेँजःपिंसं जानकारी बिउगु दु ,"  २०७९ आषाढ २१, मंगलबार "
संस्कृति पर्यटन तथा नागरिक उड्डयन मन्त्रीन्त्रीयात जागरण मन्चं ज्ञापनपौ लःल्हात," नेवाः जागरण मन्चया ग्वसालय्   संस्कृति पर्यटन तथा नागरिक उड्डयन मन्त्री जीवनराम श्रेष्ठयात वयक मन्त्री पदय् नियुक्त जुयादीगुलिं छगु भिन्तुना ज्याझ्वः याःगु दु । उगु ज्याझ्वलय् नेवाः जागरण मन्चया नायः सुजिब बज्राचार्यं नेवाः सरोकार व संस्कृति पर्यटन तथा नागरिक उड्डयन मन्त्रालय पाखें यायेमाःगु ज्यायात कया छगु ज्ञापनपौ नं लःल्हागु दु । जागरण मन्चया नायः सुजिब बज्राचार्यया नायसुइ न्ह्याःगु उगु ज्याझ्वलय् ग्वसाखलःया मूछ्यान्जे विजयकृष्ण श्रेष्ठं लसकुस न्वचु तयादीगु खः । ज्याझ्वलय् नेपालभाषा मंका खलःया नायः जनकवि दुर्गालाल श्रेष्ठ विशेष पाहाँ कथं झायादीगु खः । उगु नव नियुक्त मन्त्री जीवनराम श्रेष्ठयात भिंतुनेगु उगु ज्याझ्वलय् न्हूदँ राष्ट्रिय समारोह समिति ११४२ या नायः निरन्जन रत्न शाक्य, नेपालभाषा एकेडेमीया भाइस चान्सलर नेवाः न्ह्यलुवा मल्ल के सुन्दर,संस्कृतिविद् डा चुन्दा बज्राचार्य लगायतं मन्त्री श्रेष्ठयात खादाँ क्वखाएका भिन्तुना देछागु खः । ज्याझ्वलय् थःगु खँ तयेगु झ्वलय् मन्त्री श्रेष्ठं नेपाःया सांस्कृतिक सम्पदा  धइगु हे नेपाःया म्हसिका खः धका धासे पर्यटन व संस्कृतियात नापनापं यंकेफःसा नेपाःया विकास अझ च्वने्ह्याइगु जुउगुलिं येँ या लायकु लागां निसें स्वयम्भु तकया सांस्कृतिक पद मार्ग दयेकेगु ज्या न्ह्याके धुनागु खँ न्ह्यथना दिल । जनकवि श्रेष्ठं पदय् थ्यंका थःयात शासक कथं मखसे सेवक कथं कायेफयेमा धका भिंतुना दिल ।","  २०७९ आषाढ २५, शनिबार "
पत्रकार दबु चितवन शाखाया न्हूगु ज्यासना पुचःया ल्यःज्या व हना ज्याझ्वः क्वचाल,"          नेवाः पत्रकार राष्ट्रिय दबु चितवन शाखाया न्हूम्ह नायः कथं अनुज जोशीयात ल्यःगु दु। शनिबार भरतपुरय् जुगु खुक्वःगु दँमुन्ज्या व स्वक्वःगु तःमुन्ज्याँ जोशीयात सर्वसम्मत नायः कथं ल्यःगु खः।  जोशीया नेतृत्वय् गुम्ह दुजःया न्हू ज्यासना पुचः ल्यःगु उगु तःमुन्ज्याय् न्वकु सृजना ताम्राकार, छ्यान्जे सुनिल कुमार श्रेष्ठ, लिउ छ्यान्जे विनिता श्रेष्ठ व दाँभरीं राजु श्रेष्ठयात ल्यःगु खः। अथेहे दुजःपि राजेन्द्र श्रेष्ठ, उमेश श्रेष्ठ, मनिषा श्रेष्ठ व निरुता श्रेष्ठयात ल्यःगु खः। निर्वाचन कमिटिया संयोजक नाप पत्रकार दबुया संस्थापक अध्यक्ष श्रीकृष्ण महर्जन व  पत्रकार दबूया दाँभरीं सुरेन्द्रभक्त श्रेष्ठं निर्वाचित जुयादीपिन्त खादा व अबिर टिंका भिंतुना बियादीगु खः।  उगु ज्याझ्वलय् थःथःगु ख्यलं ज्वमदुगु योगदान बियादीपिं चिकित्सक व पत्रकारपिन्त न सम्मान यानादीगु खः। पत्रकार दबू चितवन शाखाया खुक्वःगु दँमुन्ज्या व स्वक्वःगु तःमुन्ज्याया मूपाहाँ पत्रकार दबुया बरिष्ठ केन्द्रीय न्वकु नृपेन्द्रलाल श्रेष्ठं त्वाः देवाय् मत च्याका  ज्याझ्वःया उलेज्या यानादीगु खः।  मूपाहाँ बरिष्ठ केन्द्रीय न्वकु श्रेष्ठं चिकित्सक व पत्रकारपिन्त नं सम्मान यानादीगु खः। स्वास्थ्य क्षेत्रय् योगदान बियादीपि वरिष्ठ हाडजोर्नी व नसा रोग विशेषज्ञ प्रा डा अर्जुन श्रेष्ठ, वरिष्ठ प्वाः नाप कलेजो रोग विशेषज्ञ डा बरुण श्रेष्ठ, वरिष्ठ क्यान्सर सर्जन प्रा डा भक्तमान श्रेष्ठ, जनरल व ल्याप्रोस्कोपिक डा सुर्यज्योती श्रेष्ठपिन्त  वयकलं हनापौं लःल्हानादीगु खः। अथेहे पत्रकारिता ख्यलय् ताः ईनिसे योगदान यानादीपि स्वम्ह वरिष्ठ पत्रकारपिन्त नं हनेज्या जुउगु ज्याझ्वलय् पत्रकार दबु चितवनया संस्थापक नायः अमर प्रधान, पत्रकार महासंघ चितवनया पुलांम्ह नायः महेन्द्र श्रेष्ठ, वरिष्ठ स्वास्थ्य पत्रकार नाप पत्रकार दबुया केन्द्रीय न्वकु सन्दीपकुमार श्रेष्ठयात न उगु ज्याझ्वलय् सम्मान याउगु खः।","  २०७९ श्रावण १५, आइतबार "
‘मातृभाषा पत्रकारिता दिवस’ यात राष्ट्रिय दिवसया रुपय् हनेमा धइगु मागसहितया घोषणापत्र जारी,"        नेवाः पत्रकार राष्ट्रिय दबूया ग्वसालय् मंगलबार जुउगु निक्वःगु मातृभाषा पत्रकारिता राष्ट्रिय सम्मेलनं झिगु बुँदे काठमाडौँ घोषणा पत्र जारी याःगु दु ।  येँ महानगरपालिकाया उपमेयर सुनिता डंगोलया मूपाहाँसुइ व दबूया केन्द्रिय नायः सुरजबीर वज्राचार्यया सभानायसुइ जुउगु"" मातृभाषा पत्रकारिताय्  ह्वता व हाथ्या विचार गोष्ठी पाखें थथे जारी याःगु घोषणा पत्रय् नेवाः पत्रकार राष्ट्रिय दबू नं ‘मातृभाषा पत्रकारिता दिवस’ यात राष्ट्रिय दिवसया रुपय् हने माःधका माग यागु दु ।  अथेहेतुं भाषा आयोग प्रतिवेदन कार्यान्वयन यायेत आवश्यक कानुन दयेका राष्ट्रिय रुपय् मातृभाषा पत्रकारिताया विकासया निंतिं वातावरण दयेका बिइमाल धका नं माग याःगु दु । घोषणा पत्र कथं वि.सं १९८२ (नेपाल संवत १०४५) बुद्ध जयन्तिया दिन शुरु जुउगु मातृभाषाया  पत्रकारिता यात्रा आः वइगु ने सं १०४४,वि सं  २०८२ सालय् सच्छि दँ पिदनिगु जुउगुलिं उगु दँ यात शताब्दी वर्षया रुपय् थीथी ज्याझ्वः याना हनेगु नं दबूलिं निर्णय याःगु दु ।  मातृभाषाया पत्रकारिता शुरु जुउगु सच्छिदँ या लसताय् न्हापांम्ह मातृभाषी पत्रकार धर्मादित्य धर्माचार्यया हुलाक टिकट नं पिकाना बिइत दबुलिं खँ ल्ह्वंगु दु  ।  मातृभाषां पत्रकारिता याना वया च्वंपिं पत्रकार तयेगु क्षमता विकासया लागि सरकारी तहपाखें “धर्मादित्य मातृभाषा पत्रकारिता विकास प्रतिष्ठान”  गठन याना बिइमाल धका दबुलिं माग याःगु दु । मंगलबार जारी जुउगु  घोषणा पत्र कथं सरकारी स्तरं स्थापित प्रेस काउन्सिल, नेपाल विज्ञापन बोर्ड, न्यूनतम पारिश्रमिक निर्धारण समिति, लगायत सरकारी सञ्चार माध्यमय् मातृभाषी पत्रकार तयेगु समेत अनिवार्य प्रतिनिधित्व जुइगु व्यवस्था मिलेयाना बिइत नं माग यानातःगु दु ।   उगु सभाया सभानायः दबूया केन्द्रिय नायः सुरजबीर वज्राचार्यभाजुं धयादिकथं  नेपाल पत्रकार महासंघया संस्थापक अध्यक्ष सत्यनारायणबहादुर श्रेष्ठ हे खः धइगु खँ यक्व तथ्यया आधारय् पुष्टि जुइधुंकुगु सन्दर्भय् श्रेष्ठयात  महासंघया संस्थापक अध्यक्ष घोषणा यायेत लिबाके मजिल धका धासे इतिहास, तथ्य व प्रमाणयात सम्मान यायेत पत्रकार महासंघ, नेपाल सरकार लगायत सम्बन्धित सरोकारवाला पक्षयात इनाप यात ।  येँ  महानगरपालिकाया उपमेयर सुनिता डङ्गोलं उलेज्या यानादीगु उगु विचार गोष्ठी ज्याझ्वलय् नेपालभाषा पत्रकारिता बारे पत्रकार सुरेश किरण मानन्धर, थारु भाषा पत्रकारिताबारे गोरखापत्र दैनिकका पत्रकार लक्की चौधरी, तामाङ भाषा पत्रकारिताबारे तामाङ पत्रकार संघया वरिष्ठ उपाध्यक्ष बुद्ध योञ्जन, शेर्पा पत्रकारिता बारे शेर्पा सञ्चार समूहया पाशाङ शेर्पा, मैथली भाषा  रुपा झा, लिम्बु भाषा पत्रकारिता बारे लिम्बु पत्रकार संघया उपाध्यक्ष विष्णु लिुम्ब पिन्सं मातृ भाषा पत्रकारिताका बारेया धारणा न्ह्यब्वःगु खः । ज्याझ्वलय् दबुया येँ जिल्ला पाखें रत्न मन व केन्द्रया पाखें वरिष्ठ न्वकु नृपेन्द्र लाल श्रेष्ठं लसकुस व केन्द्रिय न्वकु रचना श्रेष्ठं सुभाय् देछागु खः । ","  २०७९ आषाढ २२, बुधबार "
फोनिजं न्ह्याकल संगठन सुदृढीकरण अभियान,"         नेपाःया पत्रकारिताख्यलय् ल्हान्ह्याका च्वंपिं आदिबासी जनजाति मातृभाषी पत्रकार तयेगु संगठनया कुसा कथं धस्वाना च्वंगु  नेपाल आदिबासी जनजाति पत्रकार महासंघ (फोनिज) पाखें  संगठन सुदृढीकरण  स्वलातक अभियान सञ्चालन याइगु जुगु दु। फोनिजया  शुक्रबाः च्वंगु संघीय समितिया स्वक्वःगु पूर्ण बैठकं साउन १ गतेनिसे असोज २७ गतेतक अभियान न्ह्याकेगु निर्णय याउगु खःसा शुक्रबार हे थ्व अभियानया घोषणा नं याःगु खः ।  उगु हे ज्याझ्वः दथुइ मूपाहाँ आदिबासी जनजाति आयोगया अध्यक्ष राम बहादुर थाप मगरं   फोनिज युके पत्रकारिता सम्मान २०२२ पाखे पत्रकार टिकाराम प्रधान व फोनिज युके पत्रकारिता सिरपा २०२२ पाखे पत्रकार निलिफा सुब्बा लःल्हागु दु। निम्हेसित सम्मान यानादिगु खः। निम्हेसित न दसिपौ नाप म्हति २५ हजार नगद सिरपा लःल्हागु खः।  फोनिज पाखें घोषणा जूगु संगठन सुदृढीकरण  स्वलातक अभियानया इलय फोनिजया जिल्ला व विदेश शाखा, प्रादेशिक समितिपिनिगु बैठक सञ्चालन, वार्षिक क्यालेण्डर निर्माण, प्रशिक्षण लगायत ज्या जुइगु खँ महासचिव मिलन लिम्बूं न्ह्यब्बःगु कार्ययोजनाय् उल्लेख यानातःगु दु।  अथेहे स्वलाया अभियान दथुइ फोनिजं थः सदस्यपिनिगु अभिलेखयात डिजिटलाइज याइगु ग्वसाः दु। आः सदस्यताया लागि अनलाइन प्रणालीमार्फत आवेदन बिइगु व अनलाइनपाखे हे सदस्यता स्वीकृति लगायत प्रक्रिया कथं जुइगु योजना दु।नेपाल पत्रकार महासंघया संस्थापक अध्यक्ष सत्यनारायणबहादुर श्रेष्ठ हे कायम यायेत फोनिजं अभियानया झ्वलय् नेपाल पत्रकार महासंघया जिल्ला, प्रदेश व केन्द्रय् ज्ञापनपत्र लःल्हायेगु, संघं सञ्चार तथा सूचना प्रविधि मन्त्रालय व प्रदेश सरकारया सञ्चार स्वइगु मन्त्रालययात न ज्ञापनपौ लःल्हाइगु जुगु दु।  अथेहे अभियानया झ्वलय् फोनिजं नेपाल आदिबासी जनजाति महासंघ लगायत थीथी आदिबासी जनजातिया पत्रकारिताख्यःया संघसंस्था नाप अन्तरसम्बन्ध सुधारया निंतिं थीथी चरणया अन्तरक्रिया व छलफल यायेगु निर्णय नं याउगु दु। फोनिजया उगु हे बैठकं असोज २८ व २९ गते फोनिजया नीति नाप विधान सम्मेलन यायेगु निर्णय नं याउगु दु।","  २०७९ आषाढ २६, आइतबार "
कोरोनाया १७१ न्हूपिं संक्रमित अप्वल,"नेपालय् लिपांगु खुसी कोभिड १९ या १७१ न्हूपिं संक्रमित अप्वःगु दु । २द्वः व ९४६ स्वाब नमूनाया परिक्षण याःगुलिइ ७१ मिसा व सच्छिम्ह मिजंतयके कोरोना संक्रमण पुष्टि जूगु खः । नेपालय् आःतक्क २ लाख ७१ हजार २ सय ८९ म्हेसित कोरोना संक्रमण जुइधुंकूगु दु । वंगु २४ घौ दुने २ सय ५९ संक्रमितयात कोरोना लंगु दु । कोरोना संक्रमण लंपिनिगु मुक्कं ल्याः २ लाख ६६ हजार ८ सय ५९ थ्यंगु दु । लिपांगु २४ घौ दुने कोरोनाया हुनिं छम्हेसिगु जक ज्यान वंगु दु । लिपांगु दिनय् वयाः कोरोनाया हुनिं मृत्यु जुइपिनिगु ल्याः नं कुहां वनाच्वंगु दु । कोरोनाया हुनिं आःतक्क मुक्कं २ हजार ३० म्हेसिया ज्यान वनेधुंकल । मुक्कं २० लाख ७८ हजार ९८ स्वाब नमूनाया आरटी पिसिआर परिक्षण जुइधुंकूगु दु । थौंया तथ्याङ्क कथं नेपालय् २ हजार ४ सय सक्रिय संक्रमित दु । उपिंमध्ये ८ सय ६४ संस्थागत आइसोलेसनय् दुसा एक हजार ५ सय ३६ होम आइसोलेसनय् दु । कालिकोट, रुकुमपश्चिम व मुगुइ सक्रिय संक्रमितया ल्याः शुन्य दुसा ५ सय स्वयां अप्वः सक्रिय संक्रमित येँ जिल्लाय् जक दु ।","  २०७७ माघ २०, मंगलबार "
